Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2026-03-03,Randstad,Madrid,Valdemoro,Tecnico Contable,25.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Abogado Fiscal Senior,32.000-42.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Barcelona,Barcelona,Sales Executive,30.000-35.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Tarragona,Bràfim,Warehouse Supervisor,27.000-30.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Barcelona,Barcelona,Front Etnd Fullstack Developer,45.000-60.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad digital,Sin Data
2026-03-03,Randstad,Sevilla,Guillena,Ingeniero De Calidad,38.000-42.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Abogado Fiscal Junior,25.000-29.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Huelva,Huelva,Técnico Prl,27.500-29.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Santa Cruz de Tenerife,Adeje,Sales Executive,30.000-35.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-03-03,Randstad,Navarra,Fustiñana,Analista programador proyectos de transformación digital,25.000-30.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad digital,Sin Data
2026-03-03,Randstad,Madrid,Alcobendas,Consultor Comercial RRHH 360,19.000-21.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad unete al equipo,Sin Data
2026-03-03,Randstad,Málaga,Málaga,Mozo o Moza de almacén para empresa de paquetería CAMPANILLAS,17.089 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Terrassa,Operario/a Fabricación Terrassa (Sector Farma)Turno noche,"14,96 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Zaragoza,Utebo,Operario/a producción linea farmacia (envasado de producto),10-11 €/hora,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Valladolid,Valladolid,Manipulador o manipuladora industrial con vehículo,"9,26-10,26 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Zamora,Zamora,Comercial de alimentación,20.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Gavà,Mozo picking,1.350 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Zaragoza,Zaragoza,Supervisor/A Logistica,25.000-30.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Madrid,Madrid,Recepcionista Turno de Tarde,"9,80 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Barcelona,Administrativo de Mantenimiento,25.000-30.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Valladolid,Valladolid,Operario u operaria para F. Motores (HORSE) Valladolid,20.662-25.632 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
2026-03-03,Randstad,Lugo,Lugo,Mozo o Moza de almacén para empresa de paquetería,17.089 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Sabadell,Mantenimiento y limpieza de sanitarios portátiles,"12,60 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Barcelona,Recepcionista Con Inglés,20.580 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Las Palmas,Agüimes,Operario/a de limpieza de lavandería industrial,"9,26 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Barcelona,Gestor/A De Datos,21.565 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Lugo,Rábade,Técnico/a de calidad,1.500-1.700 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Madrid,San Martín de la Vega,Mozo de almacén,"12,02 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Asturias,Avilés,Pintores industriales,23.000-24.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Madrid,Velilla de San Antonio,Preparador o preparadora De Pedidos Fresco en Velilla de San Antonio Producto Fresco,10-12 €/hora,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Asturias,Carreño,Procurement specialist,27.500-28.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Gavà,Mozo picking,1.350 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Valladolid,Valladolid,Operario u operaria para F. Motores (HORSE) Valladolid,20.662-25.632 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
2026-03-03,Randstad,Lugo,Lugo,Mozo o Moza de almacén para empresa de paquetería,17.089 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Barcelona,Sabadell,Mantenimiento y limpieza de sanitarios portátiles,"12,60 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-03-03,Randstad,Lugo,Rábade,Técnico/a de calidad,1.500-1.700 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
