Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2026-04-21,Trabajoscom,Madrid,Alcala De Henares,Comercial de seguros en Alcalá de Henares (Fijo + Variable),Sin Data,Sin Data,Autonomo,Jornada Indiferente,Sin Data,SGS Seguros Santalucía,Sin Data
2026-04-21,Trabajoscom,Bizkaia,Basauri,Operario/A de Fresadora Cnc.,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Grupompleo,Sin Data
2026-04-21,Trabajoscom,Baleares,Palma De Mallorca,Consultor/a Comercial ETT,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Pacto,Sin Data
2026-04-21,Trabajoscom,Tarragona,Constanti,Administrativo/a de logística,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Iman Temporing,Sin Data
2026-04-21,Trabajoscom,Valencia,Lliria,Operarios (H/M/D) CON DISCAPACIDAD (Liria),17.000 € - 18.000 €,Sin Data,Discapacidad,Jornada Completa,Sin Data,Ilunion,Sin Data
2026-04-21,Trabajoscom,Asturias,Oviedo,OPERARIO/A DE PREFABRICADOS DE HORMIGÓN,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Iman Temporing,Sin Data
2026-04-21,Trabajoscom,Almería,Todo Almería,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Alicante,Todo Alicante,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Granada,Todo Granada,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Coruña,Todo Coruña,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Asturias,Todo Asturias,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Badajoz,Todo Badajoz,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Ávila,Todo Ávila,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Baleares,Todo Baleares,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Ceuta,Todo Ceuta,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Lleida,Todo Lleida,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Murcia,Todo Murcia,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Navarra,Todo Navarra,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Rioja,Todo Rioja,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Tarragona,Todo Tarragona,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Lugo,Todo Lugo,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Málaga,Todo Málaga,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Sevilla,Todo Sevilla,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-04-21,Trabajoscom,Soria,Todo Soria,Mecánico de Vehículos Comerciales en Orion (Paises Bajos) | Alojamiento + Pagos Semanales,18 € - 25 €,Sin Data,Indefinido,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
