Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2025-11-14,Randstad,Madrid,Madrid,Delegado/A Visita Hospitalaria Madrid,45.000-48.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Madrid,Madrid,Comercial Industrial,26.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Sant Cugat del Vallès,Accounts Receivable,25.000-27.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Madrid,Madrid,Comercial Industrial,26.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Barcelona,Técnico -a Laboral,27.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Granollers,"Regulatory Product Compliance, Pif & Registration Specialist",28.000-30.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Madrid,Madrid,Comercial Industrial,26.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Barcelona,Store Manager,26.000-28.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Barcelona,Administrador-a fincas Vertical,25.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Barcelona,Controller Financiero,42.000-45.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Cornellà de Llobregat,Controller Financiero,40.000-45.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-11-14,Randstad,Barcelona,Barcelona,Controller Financiero,35.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
