Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2026-01-23,Trabajoscom,Castellón,La Vall D'uixo,Comercial de seguros en Vall de Uxó.,Sin Data,Sin Data,Autonomo,Jornada Indiferente,Sin Data,SGS Seguros Santalucía,Sin Data
2026-01-23,Trabajoscom,Madrid,Madrid,🧠 Ingeniero Responsable de Mantenimiento,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Ocean Facility Services,Sin Data
2026-01-23,Trabajoscom,Bizkaia,Mungia,Vendedor/a Tienda Movistar – Mungia,17.000 € - 22.000 €,Sin Data,Indefinido,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Cádiz,Chipiona,Vendedor/a Tienda Movistar – Chipiona(Sustitución),16.000 € - 21.000 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Zamora,Benavente,Vendedor/a Tienda Movistar – Benavente (parcial 24h),11.000 € - 16.000 €,Sin Data,Indefinido,Media Jornada,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Burgos,Medina De Pomar,Vendedor/a Tienda Movistar – Medina de Pomar,16.000 € - 21.000 €,Sin Data,Indefinido,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Pontevedra,Vilagarcia De Arousa,Vendedor/a Tienda Movistar – Vilagarcia (Sustitución),18.000 € - 23.000 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Málaga,Torremolinos,Vendedor/a Tienda Movistar – Torremolinos (Sustitución),21.000 € - 26.000 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Bizkaia,Galdakao,Vendedor/a Tienda Movistar – Galdakao,17.000 € - 22.000 €,Sin Data,Indefinido,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Bizkaia,Artea,Vendedor/a Tienda Movistar – Artea (Sustitución),17.000 € - 22.000 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Bizkaia,Bilbao,Vendedor/a Tienda Movistar – Gandasegui,17.000 € - 22.000 €,Sin Data,Indefinido,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Cádiz,Rota,Vendedor/a Tienda Movistar – Rota (Sustitución),16.000 € - 21.000 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Commcenter,Sin Data
2026-01-23,Trabajoscom,Palmas,Todo Palmas,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Asturias,Todo Asturias,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Alicante,Todo Alicante,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Badajoz,Todo Badajoz,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Lugo,Todo Lugo,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Segovia,Todo Segovia,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Valladolid,Todo Valladolid,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Valencia,Todo Valencia,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Cuenca,Todo Cuenca,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Granada,Todo Granada,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Jaén,Todo Jaén,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Melilla,Todo Melilla,Conductor de camión,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Empresa de Selección,Sin Data
2026-01-23,Trabajoscom,Zaragoza,Todo Zaragoza,Cocinero/a,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Eurofirms,Sin Data
2026-01-23,Trabajoscom,Valencia,Todo Valencia,OPERARIOS/AS DE ENVASADO (H/M/X),Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Manpower Trabajo Temporal,Sin Data
2026-01-23,Trabajoscom,Madrid,Todo Madrid,Jefe de Mantenimiento Centro Comercial (h/m),Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
