Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2025-11-04,Tecnoempleo,Alicante,Sin Data,Senior DevOps/Cloud Automation Engineer,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Omada,Azure -Powershell -CI/CD
2025-11-04,Tecnoempleo,Barcelona,Sin Data,IT Manager,45.000€ - 60.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Clotet Consulting,Abas -Nautilus -vmware
2025-11-04,Tecnoempleo,Sevilla,Sin Data,Senior Offensive Security,24.000€ - 30.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Softcom,Pentesting -ENS -NIS 2
2025-11-04,Tecnoempleo,Barcelona,Sin Data,Administrador de Sistemas Junior,18.000€ - 24.000€ b/a,Presencial,Sin Data,Sin Data,Sin Data,Ctrl360,Windows -Redes -Seguridad
2025-11-04,Tecnoempleo,Valencia,Sin Data,Electrical Installation Leader,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,IT8 SOFTWARE ENGINEERING,PLC -HMI
2025-11-04,Tecnoempleo,Bizkaiay otras,Sin Data,Programador/a SCADA,30.000€ - 39.000€ b/a,Sin Data,Sin Data,Sin Data,Sin Data,Actemium Spain,SCADA -Wonderware -WinCC OA
2025-11-04,Tecnoempleo,Sin Data,Sin Data,Desarrollador/a - Tech Lead Fullstack,33.000€ - 48.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,Digital Talent Agency,java -spring -angular
2025-11-04,Tecnoempleo,Valencia,Sin Data,Administrador/a de sistemas,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,Serem,active directory -windows -office
2025-11-04,Tecnoempleo,Polonia,Sin Data,QA Manual,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Aristocrat,QA -rest -SQL
2025-11-04,Tecnoempleo,Polonia,Sin Data,QA Manual (Mobile),Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Aristocrat,QA -Xcode -Proxyman
2025-11-04,Tecnoempleo,Madrid,Sin Data,Técnico/a Comunicaciones,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,Grupo NS,LINUX -unix -vmware
2025-11-04,Tecnoempleo,Sin Data,Sin Data,Programador Abap,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Grupo Digital,ABAP -sap -hana
2025-11-04,Tecnoempleo,Madrid,Sin Data,Desarrollador/a APEX Oracle,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Grupo NS,PL/SQL -apex -oracle
2025-11-04,Tecnoempleo,Barcelona,Sin Data,Product Owner (alto Catalán),Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Grupo Digital,Product Owner -Scrum -Kanban
2025-11-04,Tecnoempleo,Málaga,Sin Data,Programador/a Java SpringBoot,24.000€ - 27.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Arelance,Java -Eclipse -Spring
2025-11-04,Tecnoempleo,Barcelona,Sin Data,Manager de Ciberseguridad,48.000€ - 76.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Michael Page,Ciberseguridad -SCADA -PLC
2025-11-04,Tecnoempleo,Madrid,Sin Data,Especialista SOC N1 con Inglés,24.000€ - 30.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Michael Page,Firewall -SIEM
2025-11-04,Tecnoempleo,Madrid,Sin Data,IT Product Manager Workforce,48.000€ - 72.000€ b/a,Sin Data,Sin Data,Sin Data,Sin Data,Page Personnel,Product Manager
2025-11-04,Tecnoempleo,Madrid,Sin Data,Comercial IT,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,HAYS,comercial
2025-11-04,Tecnoempleo,Barcelona,Sin Data,Responsable Automatización,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,HAYS,Automatizacion
2025-11-04,Tecnoempleo,Bizkaia,Sin Data,Consultor/a SGA,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,HAYS,SGA -SQL -oracle
2025-11-04,Tecnoempleo,Sin Data,Sin Data,Programador/a PowerCenter,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Serem,ETL -Power center
2025-11-04,Tecnoempleo,Madrid,Sin Data,Ingeniero/a Senior en Monitorizacion,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Krell Consulting & Training,zabbix -eon -centreon
2025-11-04,Tecnoempleo,Alicante,Sin Data,Test Engineer,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Omada,Java -C# -.NET
2025-11-04,Tecnoempleo,Sin Data,Sin Data,Senior frontend javascript y cells,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Krell Consulting & Training,javascript -Cells -html
2025-11-04,Tecnoempleo,Madrid,Sin Data,Administrador/a Senior Sistemas,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Krell Consulting & Training,linux -aix -solaris
2025-11-04,Tecnoempleo,Madridy otras,Sin Data,Especialista Ciberseguridad - IAM/PAM,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Baoss,IAM -PAM -CyberArk
2025-11-04,Tecnoempleo,Barcelona,Sin Data,Desarrollador/a Full Stack Angular,33.000€ - 36.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,CAS TRAINING,Angular -SQL -NgRx
