Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2026-02-20,Tecnoempleo,Murciay otras,Sin Data,Desarrollador/a SAP S/4HANA,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Grúas Sáez,SAP -S4/HANA -SAP Business One
2026-02-20,Tecnoempleo,Barcelona,Sin Data,IT Project Manager - Aeronautics Sector,33.000€ - 42.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Social You,PMP -ISO 27001 -NIST
2026-02-20,Tecnoempleo,Sin Data,Sin Data,Jefe de Desarrollo de Software - 100% remoto,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Tecnonalia Network,.NET -AZURE -#C
2026-02-20,Tecnoempleo,Barcelona,Sin Data,Full Stack Developer,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,First Hunting RRHH,.NET -VB -HL7
2026-02-20,Tecnoempleo,Barcelona,Sin Data,QA Tester Funcional,24.000€ - 30.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Mytic Innova,SOAPUI -Postman -SQL
2026-02-20,Tecnoempleo,Sin Data,Sin Data,Desarrollador/a Frontend Vue,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Digital Talent Agency,vue -html -css
2026-02-20,Tecnoempleo,Sin Data,Sin Data,QA Tester - automatización,27.000€ - 36.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,Arelance,jmeter -selenium -webdriver
2026-02-20,Tecnoempleo,Barcelona,Sin Data,Project Manager GenAI,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,CAS TRAINING,GenAI -IA Generativa -LLM
2026-02-20,Tecnoempleo,Madrid,Sin Data,Software Engineer Java,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,CAS TRAINING,Java -CI/CD -DevOps
2026-02-20,Tecnoempleo,Sin Data,Sin Data,Programador/a PowerCenter,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,CAS TRAINING,PowerCenter -ETL -PL/SQL
2026-02-20,Tecnoempleo,Sin Data,Sin Data,Data Analyst BI,36.000€ - 45.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,CMV Consultores,Python -Pandas -AWS
2026-02-20,Tecnoempleo,Sin Data,Sin Data,Desarrollador/a Senior Java,39.000€ - 48.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,CAS TRAINING,java -springboot -angular
