Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2025-10-03,Randstad,Madrid,Madrid,Workplace Manager,40.000-50.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad digital,Sin Data
2025-10-03,Randstad,Madrid,Madrid,Técnico Prl,35.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-10-03,Randstad,Zaragoza,Zaragoza,Security Incident Responder,24.000-45.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad digital,Sin Data
2025-10-03,Randstad,Zaragoza,Zaragoza,Tecnico Seleccion,26.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-10-03,Randstad,Madrid,Pinto,Analista Programador Rpg As/400,35.000-44.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad digital,Sin Data
2025-10-03,Randstad,Madrid,Madrid,Contable,27.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Analista Programador/a Abap,35.000-40.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad digital,Sin Data
2025-10-03,Randstad,Barcelona,Sabadell,Responsable De Centro (Sabadell),35.000-40.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Responsable De Administración Y Finanzas,40.000-50.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Desarrollador Power Platform & Ia,30.000-46.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad digital,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Asesor/a Comercial Telefónico. Sector Medicina Estética,"12,02 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Martorell,Operario/a de automoción,"13,50-15 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Carretillero/a frontal en El Prat de Llobregat,"11,68 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Asesor/a Comercial Telefónico en Clínica Estética,"12,02 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Málaga,Cártama,Mozo/a Almacen Sector Cárnico Turno Tarde/Noche,12 €/hora,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Burgos,Burgos,"Dependiente, Dependienta",10 €/hora,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Paralegal créditos sector banca,26.768 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Asesor/a comercial (Sector informático),"11,83 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Pontevedra,Marín,Operario u operaria alimentación (MARÍN),"9,70 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Pontevedra,Vilagarcía de Arousa,Control de pesos en puertos,1.500 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Paralegal bancario,22.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Pontevedra,Porriño (O),Carretillero-Logística,"12,74 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Pontevedra,Pontevedra,Operario u operaria de alimentación Puerto de Marín,"9,70 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Madrid,Coslada,Mozo Temporal con Coche,"9,26 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Asesor/a Comercial Telefónico. Sector Medicina Estética,"12,02 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Martorell,Operario/a de automoción,"13,50-15 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Carretillero/a frontal en El Prat de Llobregat,"11,68 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Barcelona,Barcelona,Asesor/a Comercial Telefónico en Clínica Estética,"12,02 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Asturias,Pravia,Operario u operaria de producción en VEGAFRIOSA (zona Pravia),"13,87-14,65 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Gerona,Celrà,Mozo o Moza de almacén,"9,25-11,56 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Madrid,Coslada,Mozo sustitución baja,"12-12,50 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Zaragoza,Zaragoza,Mozo Almacén/Textil,"10,13 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2025-10-03,Randstad,Pontevedra,Mos,Mozo Moza almacén textil en MOS,"9,26-9,60 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
