Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2025-12-06,Trabajoscom,Barcelona,Olerdola,Limpiador/a (lunes a sábado) con vehículo.  Sant Pere Molanta,883 €,Sin Data,De duracion determinada,Media Jornada,Sin Data,Limpiezas Deyse,Sin Data
2025-12-06,Trabajoscom,Barcelona,Todo Barcelona,Coordinador/a Planta Química,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-06,Trabajoscom,Coruña,Todo Coruña,Técnico/a de Extrusión,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Madrid,Todo Madrid,Abogado/a Mercantil/M&A - Boutique M&A,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Madrid,Todo Madrid,Tapicero/a,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Eurofirms,Sin Data
2025-12-06,Trabajoscom,Valencia,Todo Valencia,Técnico/a de Recursos Humanos,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Valencia,Todo Valencia,Electromecánico/a,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Valencia,Todo Valencia,Encargado de Obra Edificación,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Coruña,Todo Coruña,Asesor/a inmobiliario,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-06,Trabajoscom,Barcelona,Todo Barcelona,Mozo/a- Carretillero 3 días,Sin Data,Sin Data,Indefinido,Jornada Intensiva,Sin Data,Grupompleo,Sin Data
2025-12-06,Trabajoscom,Bizkaia,Todo Bizkaia,Repartidor/a con Carnet C,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Eurofirms,Sin Data
2025-12-06,Trabajoscom,Gipuzkoa,Todo Gipuzkoa,Operario de alcantarillado DONOSTIA (H/M/X),Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Manpower Trabajo Temporal,Sin Data
2025-12-06,Trabajoscom,Madrid,Todo Madrid,Vigilante de Seguridad - Tres Cantos (Madrid),Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-06,Trabajoscom,Madrid,Todo Madrid,Ingeniero de Instalaciones para Departamento de estudios (h/m),Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Bizkaia,Todo Bizkaia,Administrativo/a (sector energético) bilbao b14d8efc,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,EY,Sin Data
2025-12-06,Trabajoscom,Madrid,Todo Madrid,Controller Financiero con Inglés (H/M/D) - Madrid Oeste,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Gipuzkoa,Todo Gipuzkoa,Técnico/a mantenimiento industrial (3 turnos) a336bd92,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,EY,Sin Data
2025-12-06,Trabajoscom,Guadalajara,Todo Guadalajara,Soldador,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-06,Trabajoscom,Segovia,Todo Segovia,Operarios/as de producción sector alimentario,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-06,Trabajoscom,Valencia,Todo Valencia,Jefe de Obra,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-06,Trabajoscom,Madrid,Todo Madrid,Agente Comercial Viajante,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
