Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2026-02-09,Trabajoscom, La Rioja, La Rioja,Operarios/as alimentación Alfaro,10 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Grupo Adecco,Sin Data
2026-02-09,Trabajoscom,Barcelona,Badalona,Limpiador/a.  Escuela infantil Piera,1.285 €,Sin Data,De duracion determinada,Jornada Intensiva,Sin Data,Serveis Educatius Cavall de Cartró,Sin Data
2026-02-09,Trabajoscom,Barcelona,Gurb,"Limpiador/a (L-V, 8:00-16:00).  Fábrica Gurb",17.700 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Limpiezas Deyse,Sin Data
2026-02-09,Trabajoscom,Barcelona,Olerdola,"Limpiador/a (L-V, 8-14) con vehículo.    Sant Pere Molanta",883 €,Sin Data,De duracion determinada,Media Jornada,Sin Data,Limpiezas Deyse,Sin Data
2026-02-09,Trabajoscom,Girona,Vilamalla,OPERARIO/A LIMPIEZA EN VILAMALLA (FIGUERES Ó PUEBLOS CERCANOS) 8 HORAS SEMANALES,200 € - 350 €,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Sernet Servicios Integrales,Sin Data
2026-02-09,Trabajoscom,Lugo,Todo Lugo,Producción Alimentaria en Países Bajos con Alojamiento | Padifood,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Murcia,Todo Murcia,Producción Alimentaria en Países Bajos con Alojamiento | Padifood,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Tarragona,Todo Tarragona,Producción Alimentaria en Países Bajos con Alojamiento | Padifood,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Baleares,Todo Baleares,Trabajo en logística + Alojamiento en Países Bajos | 2. 314 € netos al mes,2.890 € - 3.080 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Cádiz,Todo Cádiz,Trabajo en logística + Alojamiento en Países Bajos | 2. 314 € netos al mes,2.890 € - 3.080 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Guadalajara,Todo Guadalajara,Producción Alimentaria en Países Bajos con Alojamiento | Padifood,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Ceuta,Todo Ceuta,Producción Alimentaria en Países Bajos con Alojamiento | Padifood,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Zaragoza,Todo Zaragoza,Producción Alimentaria en Países Bajos con Alojamiento | Padifood,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Ourense,Todo Ourense,Producción Alimentaria en Países Bajos con Alojamiento | Padifood,Sin Data,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
2026-02-09,Trabajoscom,Alicante,Todo Alicante,Trabajo en logística + Alojamiento en Países Bajos | 2. 314 € netos al mes,2.890 € - 3.080 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,OTTO Work Force,Sin Data
