Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2025-12-23,Trabajoscom,Murcia,Murcia,Mozo/a de fábrica (4 turno),Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Iman Temporing,Sin Data
2025-12-23,Trabajoscom,Granada,Todo Granada,Camarero/a como extra en eventos,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,Iman Temporing,Sin Data
2025-12-23,Trabajoscom,Toledo,Illescas,PICKERS/PACKERS FIN DE SEMANA,Sin Data,Sin Data,De duracion determinada,Media Jornada,Sin Data,Temps,Sin Data
2025-12-23,Trabajoscom,Madrid,Madrid,Contable,1.400 € - 1.600 €,Sin Data,Indefinido,Jornada Intensiva,Sin Data,Alyra Gestion Integral,Sin Data
2025-12-23,Trabajoscom,Barcelona,L' Hospitalet De Llobregat,"PEON 0 INSTALADOR DE MOQUETAS, P.  V.  C.  , ETC.",1.800 € - 2.100 €,Sin Data,Fijo discontinuo,Jornada Completa,Sin Data,Beza & Beza,Sin Data
2025-12-23,Trabajoscom,Palmas,Todo Palmas,DEPENDIENTA/E TINTORERÍA LAS PALMAS (H/M/D),12.000 € - 18.000 €,Sin Data,De duracion determinada,Jornada Completa,Sin Data,Pressto Enterprises,Sin Data
2025-12-23,Trabajoscom,Bizkaia,Galdakao,"Técnico electromecánico, reparación y mantenimiento de carretillas elevadoras",24.000 € - 39.000 €,Sin Data,Indefinido,Jornada Completa,Sin Data,Pegamo,Sin Data
2025-12-23,Trabajoscom,Araba,Nanclares De La Oca,Técnico electrico para mantenimiento y reparación de carretillas elevadoras,24.000 € - 39.000 €,Sin Data,Indefinido,Jornada Completa,Sin Data,Pegamo,Sin Data
2025-12-23,Trabajoscom,Barcelona,L' Hospitalet De Llobregat,Asesor/a Comercial Telefónico Seguros Barcelona (Indefinido + Salario Fijo + Incentivos).,15.000 € - 35.000 €,Sin Data,Indefinido,Jornada Intensiva,Sin Data,Accepta Servicios Integrales,Sin Data
2025-12-23,Trabajoscom,Zaragoza,Todo Zaragoza,Operarios/as de cadena de pintura,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-23,Trabajoscom,Barcelona,Todo Barcelona,Comercial puerta fría - TPV,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-23,Trabajoscom,Madrid,Todo Madrid,Responsable Servicio Técnico Mecánica (Vehículos),Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-23,Trabajoscom,Palmas,Todo Palmas,Responsable Contable Fiscal,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
2025-12-23,Trabajoscom,Granada,Todo Granada,Responsable de Almacén,Sin Data,Sin Data,Indefinido,Jornada Completa,Sin Data,EY,Sin Data
2025-12-23,Trabajoscom,Barcelona,Todo Barcelona,HSE Specialist,Sin Data,Sin Data,Indefinido,Jornada Indiferente,Sin Data,Page Personnel ETT,Sin Data
