Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2026-04-16,Tecnoempleo,Barcelona,Sin Data,Application Support Engineer,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,Geseme,Transact SQL -T SQL -.Net Core
2026-04-16,Tecnoempleo,Barcelona,Sin Data,BI & Data Engineer,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Geseme,Power BI -Fabric -Python
2026-04-16,Tecnoempleo,Alicante,Sin Data,Analista Programador,24.000€ - 36.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Sin Data,GRAVITEE -WSO2 -8N8
2026-04-16,Tecnoempleo,Madrid,Sin Data,Técnico/a de sistemas y soporte IT,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,OKDIARIO,macOS -Windows -Google Workspace
2026-04-16,Tecnoempleo,Madrid,Sin Data,Técnico/a Informático y Helpdesk/CAU,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,Concesulting,Ubiquiti -Tplink -Windows Server
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Analista Programador .NET - (Admón. Pública),Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,EXDESIS,.net
2026-04-16,Tecnoempleo,Sin Data,Sin Data,IT Project Manager (PMP) - Supply Chain,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Serem,PMP -Agile
2026-04-16,Tecnoempleo,Madrid,Sin Data,Analista Programador/a .NET Angular,24.000€ - 27.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Serem,.Net -Angular -SQL Server
2026-04-16,Tecnoempleo,Madrid,Sin Data,Analista Funcional en Medios de Pago,30.000€ - 33.000€ b/a,Híbrido,Sin Data,Sin Data,Sin Data,Serem,DB2 -Oracle -cobol
2026-04-16,Tecnoempleo,Madridy otras,Sin Data,Consultor de Ciberseguridad,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Serem,Ciberseguridad -ENS
2026-04-16,Tecnoempleo,Madrid,Sin Data,DLP Security (Data Loss Prevention),Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Serem,DLP -Seguridad -Security
2026-04-16,Tecnoempleo,Madrid,Sin Data,Senior Ansible Developer,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Serem,Ansible -AWX -Red Hat
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Programadores y Analistas Java,30.000€ - 36.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,Arelance,java -sql -git
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Desarrollador Java / Microservicios,30.000€ - 36.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,Arelance,java -spring -git
2026-04-16,Tecnoempleo,Barcelona,Sin Data,Técnico/a de ServiceDesk N1,18.000€ - 21.000€ b/a,Presencial,Sin Data,Sin Data,Sin Data,Nextret,Microsoft -Linux -redes
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Consultor/a SAP FI (SAP DRC),Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Baoss,SAP FI -SAP DRC
2026-04-16,Tecnoempleo,Madrid,Sin Data,Administrador/a Sistemas Windows,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Serem,Windows -Active Directory -DNS
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Technical Lead Financial Crime,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,CMV Consultores,ELT -Agile -Waterfall
2026-04-16,Tecnoempleo,Madrid,Sin Data,Consultor/a SAP MM,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Baoss,SAP MM -SAP SD -S/4 HANA
2026-04-16,Tecnoempleo,Madrid,Sin Data,Técnico/a de Recogida de Datos,Sin Data,Presencial,Sin Data,Sin Data,Sin Data,Inkoova,Excel -Office -Google Sheets
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Senior Digital Analyst (Adobe Analytics),Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Baoss,Adobe Analytics -Python -SQL
2026-04-16,Tecnoempleo,Madrid,Sin Data,Data Engineer,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Baoss,Spark -Scala -SQL
2026-04-16,Tecnoempleo,Barcelona,Sin Data,QA Funcional,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Baoss,UAT -Jira -ERP
2026-04-16,Tecnoempleo,Madrid,Sin Data,Kafka Engineer,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Baoss,Kafk -APIs -Cloud
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Senior Flutter Developer,30.000€ - 30.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,Arelance,Flutter -Android -IOS
2026-04-16,Tecnoempleo,Madrid,Sin Data,Desarrollador/a Spring+Angular,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Baoss,Java -Spring boot -Oracle
2026-04-16,Tecnoempleo,Madrid,Sin Data,Software Developer Engineer in Test Java,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,UST,QA -Automation -Java
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Data Engineer AWS Data Services,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,UST,Scala -Spark -AWS
2026-04-16,Tecnoempleo,Madrid,Sin Data,Soporte IT (Presencial),15.000€ - 16.000€ b/a,Presencial,Sin Data,Sin Data,Sin Data,Digital Talent Agency,soporte -microinformatica
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Data Engineer (AI & Data),36.000€ - 45.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,CMV Consultores,SQL -ETL -BigQuery
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Analista procesos / SCRUM MASTER,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Grupo Digital,scrum
2026-04-16,Tecnoempleo,Madrid,Sin Data,QA Automation Engineer Temenos,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,UST,Temenos -Selenium -Cucumber
2026-04-16,Tecnoempleo,Madrid,Sin Data,Senior Developer (Temenos T24/Transact),Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,UST,Temenos T24 -TripleA -Scrum
2026-04-16,Tecnoempleo,Sin Data,Sin Data,"Senior Data Engineer Python, Azure",Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,UST,Azure -AWS -Python
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Analyst Third-Party Risk Management (TPRM),Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Serem,TPRM -security -data
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Programador/a Powercenter,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Digital Talent Agency,powercenter -etl -SQL
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Desarrollador/a DataStage,21.000€ - 27.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,Arelance,DataStage -IBM -ETL
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Programador/a SAS,36.000€ - 39.000€ b/a,100% remoto,Sin Data,Sin Data,Sin Data,Arelance,SAS -ORACLE -BIG QUERY
2026-04-16,Tecnoempleo,Sin Data,Sin Data,Consultor/a Drupal Senior - Remoto,Sin Data,100% remoto,Sin Data,Sin Data,Sin Data,Digital Talent Agency,Drupal
2026-04-16,Tecnoempleo,Sevilla,Sin Data,Ingeniero Instalaciones y Desarrollo,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Page Personnel,Office -Excel -Word
2026-04-16,Tecnoempleo,Guadalajara,Sin Data,Ingeniero/a junior,27.000€ - 27.000€ b/a,Sin Data,Sin Data,Sin Data,Sin Data,Page Personnel,ERP -AXAPTA -Word
2026-04-16,Tecnoempleo,Madrid,Sin Data,Arquitecto Cloud (AZURE DEVOPS),Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Page Personnel,Azure DevOps -.NET -Cloud
2026-04-16,Tecnoempleo,Bizkaia,Sin Data,Técnico de Soporte - Sistemas Logísticos,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,CBL Informática,Windows -Office -helpdesk
2026-04-16,Tecnoempleo,Madrid,Sin Data,Test Benches Engineer,Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Randstad ES,GPIB -VISA -USB
2026-04-16,Tecnoempleo,Madrid,Sin Data,Desarrollador/a Front Cells / Lit,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Sopra Steria,Cells -Lit
2026-04-16,Tecnoempleo,Barcelona,Sin Data,Coordinador/a de Servicios (Ciberseguridad),Sin Data,Sin Data,Sin Data,Sin Data,Sin Data,Aubay,Ciberseguridad -ISMS -ISO
2026-04-16,Tecnoempleo,Málaga,Sin Data,SSR Python Developer,Sin Data,Híbrido,Sin Data,Sin Data,Sin Data,Talan,Python -SQL -Power BI
