Fecha,Plataforma,Provincia,Localidad,Oferta_Empleo,Salario,Modalidad,Tipo_Contrato,Tipo_Jornada,Experiencia,Empresa,Requisitos
2026-04-07,Randstad,Barcelona,Barcelona,Planificador De Operaciones,30.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-04-07,Randstad,Valencia,Valencia,Delineante,25.000-27.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,Técnico/A Área De Personas,33.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,Abogado-a Compliance/ Dpo,40.000-45.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,E-Commerce Specialist Interim (FMCG),34.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,Ingeniero/A Técnico/A Senior,40.000-45.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad professional,Sin Data
2026-04-07,Randstad,Madrid,Madrid,Administrativo/a para importante multinacional,1.650-1.750 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Madrid,Madrid,Adjunto/a subdirector/a de producción,50.000-60.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Madrid,Fuenlabrada,Administrativo/a contable,"12-12,68 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Madrid,Majadahonda,Pescadero/a Majadahonda,"1.673,45 €/mes",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Madrid,Alcalá de Henares,Maquinista OMI,35.000-45.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Madrid,Humanes de Madrid,Operario Producción Alimentación,"10,20 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Lleida,Ivars d'Urgell,Operario Fábrica especialista - Maquinista/Sala De Control,20.000-25.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,Atenció al Client banca BARCELONA con experiencia en banca (Cto sustitució amb disponibiitat inmediata),11-12 €/hora,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Albacete,Balazote,Manipulador/a ajo,"9,55-9,57 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,Carretillero Frontal,"11,68 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Castelldefels,Mozos/as con carnet de carretilla,"16,21 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Santa Perpètua de Mogoda,Mozo de almacén - jornada parcial - turno mañana - Incorporación 11/05,"13,03 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Barberà del Vallès,Manipulador o Manipuladora DISPONIBILILDAD INMEDIATA - Barberá del Vallés,"9,26 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Las Palmas,Puerto del Rosario,Camarero/a Sur  Fuerteventura.,14 €/hora,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Málaga,Fuengirola,Mozo/Moza De Almacén,17.094 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Zaragoza,Zaragoza,Pintor/a Industrial,"12,45 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Valencia,Valencia,Dependiente/a Carnicería,17.094 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Salamanca,Guijuelo,Técnico/a de mantenimiento electromecánico/a,22.000-27.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Guipúzcoa,Oñati,Operario/a de montaje con Grado Superior,28.560 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Hospitalet de Llobregat (L'),Customer care specialist/especialista en atención al cliente,"17-17,71 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Albacete,Albacete,Auxiliar/a servicio postventa informática,"10,11-11,04 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Gerona,Olot,Dependent/a botiga de roba (Olot),1.550 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,La Rioja,Logroño,Atención al cliente banca LOGROÑO (cto 9/04 a 13/04),16 €/hora,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Vizcaya,Galdakao,Peón Especialista de corte por laser,22.000-25.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,"Educador/a Social , Pedagogo/a, Integrador/a Social (1º y 2º de ESO)",2.126 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Gerona,Riudarenes,Manipulador o Manipuladora días sueltos - INCORPORACIÓN INMEDIATA,"9,26-9,50 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Vic,Auxiliar Administratiu/va - Sector Energètic (Vic) - TARDA,20.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Valladolid,Medina de Rioseco,Operario/a limpieza industrial MEDINA DE RIOSECO,2.000-2.100 €/mes,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Ciudad Real,Manzanares,Operario u operaria de producción - Manzanares,"14,35 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Santa Perpètua de Mogoda,Electromecánico/a junior,28.000-30.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Valencia,Llíria,* Operario / Operaria línea de producción de alimentos CON COCHE EN CAMP DE TÚRIA,"9,82-12,44 €/hora",Sin data,Sin Data,Sin Data,Sin Data,Randstad,Sin Data
2026-04-07,Randstad,Barcelona,Hospitalet de Llobregat (L'),Mecanico/a de vehiculos,32.000-34.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
2026-04-07,Randstad,Barcelona,Hospitalet de Llobregat (L'),Chapista/planchista de automoción,27.000-31.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
2026-04-07,Randstad,Barcelona,Barcelona,Tecnico/a electrico de linea final,32.000-34.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
2026-04-07,Randstad,Barcelona,Badalona,Técnico/a Robótico (Dür),33.000-37.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
2026-04-07,Randstad,Barcelona,Badalona,Tecnico/a electrico de linea final,32.000-34.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
2026-04-07,Randstad,Barcelona,Sabadell,Chapista/planchista de automoción,27.000-31.000 €/año,Sin data,Sin Data,Sin Data,Sin Data,Randstad rpo,Sin Data
