Cod_Comunidad,Comunidad,Cod_Provincia,Provincia,Codigo,Municipio,Hombres,Mujeres,Habitantes,Latitud,Longitud,Altitud
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3042,"03042 Poble Nou de Benitatxell, el/Benitachell",2408,2443,4851,38.73225,0.1447876,154.6002
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3901,"03901 Poblets, els",1279,1405,2684,38.85391,0.018325,12.50598
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3107,03107 Polop,2832,2818,5650,38.62263,-0.1259112,237.3766
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3060,03060 Quatretondeta,74,60,134,38.72365,-0.3159135,622.546
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3109,03109 Rafal,2435,2465,4900,38.10402,-0.8499723,16.86083
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3111,03111 Redován,4289,3996,8285,38.11617,-0.9107296,26.24458
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3112,03112 Relleu,665,623,1288,38.58733,-0.3110441,439.6355
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3113,03113 Rojales,8693,8469,17162,38.08833,-0.7242546,13.9656
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3114,"03114 Romana, la",1396,1276,2672,38.38433,-0.9050398,448.9331
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3110,"03110 Ràfol d'Almúnia, el",360,343,703,38.82033,-0.0530159,93.19769
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3115,03115 Sagra,217,224,441,38.81134,-0.0657266,113.3374
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3116,03116 Salinas,919,856,1775,38.51891,-0.9121291,491.3814
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3118,03118 San Fulgencio,4707,4726,9433,38.11422,-0.7179557,7.573623
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3904,03904 San Isidro,1186,1126,2312,38.1702,-0.8401969,10.8566
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3120,03120 San Miguel de Salinas,3494,3482,6976,37.97993,-0.7892857,77.87773
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3117,03117 Sanet y Negrals,364,358,722,38.81991,-0.0345811,92.4516
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3119,03119 Sant Joan d'Alacant,12524,13394,25918,38.39817,-0.4345329,41.32392
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3122,03122 Sant Vicent del Raspeig/San Vicente del Raspeig,29791,30478,60269,38.39609,-0.5249284,113.718
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3121,03121 Santa Pola,19193,19363,38556,38.1923,-0.5552066,10.0
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3123,03123 Sax,5069,5103,10172,38.53757,-0.8180652,480.8817
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3124,03124 Sella,318,286,604,38.60862,-0.2730576,421.4968
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3125,03125 Senija,357,339,696,38.72786,0.0405763,239.5632
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3128,03128 Teulada,6422,6412,12834,38.72881,0.1035751,181.3972
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3129,03129 Tibi,945,858,1803,38.52938,-0.5830948,493.401
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3130,03130 Tollos,26,12,38,38.75664,-0.2747656,771.4578
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3131,03131 Tormos,158,170,328,38.80195,-0.0721342,130.5348
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3132,"03132 Torre de les Maçanes, la/Torremanzanas",393,351,744,38.61335,-0.4199761,812.3563
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3133,03133 Torrevieja,46076,48727,94803,37.97747,-0.6832271,15.69942
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3127,03127 Tàrbena,336,298,634,38.69572,-0.1037597,573.9403
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3134,"03134 Vall d'Alcalà, la",90,85,175,38.79445,-0.2527778,641.0916
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3135,"03135 Vall d'Ebo, la",121,109,230,38.80732,-0.1570321,381.5167
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3136,"03136 Vall de Gallinera, la",296,288,584,38.82222,-0.2222222,293.5582
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3137,"03137 Vall de Laguar, la",455,448,903,38.77628,-0.1310217,548.257
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3138,"03138 Verger, el",2599,2673,5272,38.33109,-0.5109846,10.94339
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3139,"03139 Vila Joiosa, la/Villajoyosa",18204,18687,36891,38.50775,-0.2326134,43.88388
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3140,03140 Villena,17238,17147,34385,38.63634,-0.8661389,522.7245
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3081,03081 Xaló,1516,1526,3042,38.73989,-0.0120761,196.9115
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3083,03083 Xixona/Jijona,3570,3737,7307,38.54006,-0.5077739,473.1433
10,10 Comunidad de Valencia,3,03 Alicante/Alacant,3082,03082 Xàbia/Jávea,15065,15066,30131,38.79546,0.1166293,95.74202
8,08 Castilla La Mancha,2,02 Albacete,2001,02001 Abengibre,374,385,759,39.20999,-1.544182,635.9763
8,08 Castilla La Mancha,2,02 Albacete,2002,02002 Alatoz,267,230,497,39.09464,-1.361155,856.581
8,08 Castilla La Mancha,2,02 Albacete,2003,02003 Albacete,85115,89022,174137,38.99765,-1.86007,685.9573
8,08 Castilla La Mancha,2,02 Albacete,2004,02004 Albatana,342,321,663,38.56977,-1.524207,583.8509
8,08 Castilla La Mancha,2,02 Albacete,2005,02005 Alborea,363,313,676,39.27951,-1.39587,700.4382
8,08 Castilla La Mancha,2,02 Albacete,2006,02006 Alcadozo,351,290,641,38.64877,-1.981464,926.3744
8,08 Castilla La Mancha,2,02 Albacete,2007,02007 Alcalá del Júcar,585,532,1117,39.19346,-1.429671,564.6768
8,08 Castilla La Mancha,2,02 Albacete,2008,02008 Alcaraz,676,628,1304,38.66966,-2.492647,946.7922
8,08 Castilla La Mancha,2,02 Albacete,2009,02009 Almansa,12041,12240,24281,38.86941,-1.097517,699.0923
8,08 Castilla La Mancha,2,02 Albacete,2010,02010 Alpera,1192,1068,2260,38.95939,-1.231247,855.4849
8,08 Castilla La Mancha,2,02 Albacete,2011,02011 Ayna,337,271,608,38.55318,-2.070846,705.988
8,08 Castilla La Mancha,2,02 Albacete,2012,02012 Balazote,1210,1169,2379,38.88408,-2.150826,774.1191
8,08 Castilla La Mancha,2,02 Albacete,2014,"02014 Ballestero, El",213,200,413,38.84107,-2.455432,1022.816
8,08 Castilla La Mancha,2,02 Albacete,2013,02013 Balsa de Ves,70,54,124,39.26442,-1.195344,753.8686
8,08 Castilla La Mancha,2,02 Albacete,2015,02015 Barrax,968,896,1864,39.04573,-2.200169,730.8005
8,08 Castilla La Mancha,2,02 Albacete,2016,02016 Bienservida,300,252,552,38.51517,-2.611526,892.105
8,08 Castilla La Mancha,2,02 Albacete,2017,02017 Bogarra,401,347,748,38.58138,-2.214221,877.0484
8,08 Castilla La Mancha,2,02 Albacete,2018,02018 Bonete,506,464,970,38.8693,-1.348517,892.0386
8,08 Castilla La Mancha,2,02 Albacete,2019,"02019 Bonillo, El",1342,1282,2624,38.95073,-2.539598,1068.339
8,08 Castilla La Mancha,2,02 Albacete,2020,02020 Carcelén,257,230,487,39.10189,-1.308891,917.2548
8,08 Castilla La Mancha,2,02 Albacete,2021,02021 Casas de Juan Núñez,730,631,1361,39.10187,-1.557571,708.0665
8,08 Castilla La Mancha,2,02 Albacete,2022,02022 Casas de Lázaro,180,131,311,38.77105,-2.241862,955.0565
8,08 Castilla La Mancha,2,02 Albacete,2023,02023 Casas de Ves,290,258,548,39.2584,-1.335103,705.2325
8,08 Castilla La Mancha,2,02 Albacete,2024,02024 Casas-Ibáñez,2328,2263,4591,39.28518,-1.47113,708.7758
8,08 Castilla La Mancha,2,02 Albacete,2025,02025 Caudete,5246,5003,10249,38.70274,-0.9915481,576.1887
8,08 Castilla La Mancha,2,02 Albacete,2026,02026 Cenizate,587,573,1160,39.3043,-1.661456,709.0714
8,08 Castilla La Mancha,2,02 Albacete,2029,02029 Chinchilla de Monte-Aragón,2395,2231,4626,38.91862,-1.722758,886.0651
8,08 Castilla La Mancha,2,02 Albacete,2027,02027 Corral-Rubio,161,141,302,38.83509,-1.460988,874.6991
8,08 Castilla La Mancha,2,02 Albacete,2028,02028 Cotillas,72,54,126,38.4311,-2.506876,937.312
8,08 Castilla La Mancha,2,02 Albacete,2030,02030 Elche de la Sierra,1762,1834,3596,38.44759,-2.048343,641.3206
8,08 Castilla La Mancha,2,02 Albacete,2032,02032 Fuensanta,154,133,287,39.24641,-2.065142,704.071
8,08 Castilla La Mancha,2,02 Albacete,2033,02033 Fuente-Álamo,1273,1144,2417,38.69322,-1.431773,823.3177
8,08 Castilla La Mancha,2,02 Albacete,2034,02034 Fuentealbilla,941,858,1799,39.26686,-1.549186,664.727
8,08 Castilla La Mancha,2,02 Albacete,2031,02031 Férez,298,307,605,38.35604,-2.010168,678.098
8,08 Castilla La Mancha,2,02 Albacete,2035,"02035 Gineta, La",1357,1278,2635,39.11287,-1.996003,691.8901
8,08 Castilla La Mancha,2,02 Albacete,2036,02036 Golosalvo,44,41,85,39.23994,-1.636626,737.8311
8,08 Castilla La Mancha,2,02 Albacete,2037,02037 Hellín,15493,15319,30812,38.51216,-1.70331,571.8438
8,08 Castilla La Mancha,2,02 Albacete,2038,"02038 Herrera, La",161,142,303,38.96182,-2.126546,715.7388
8,08 Castilla La Mancha,2,02 Albacete,2039,02039 Higueruela,600,542,1142,38.96424,-1.445101,1038.131
8,08 Castilla La Mancha,2,02 Albacete,2040,02040 Hoya-Gonzalo,319,274,593,38.96017,-1.554348,935.8157
8,08 Castilla La Mancha,2,02 Albacete,2041,02041 Jorquera,194,164,358,39.17475,-1.521044,620.2926
8,08 Castilla La Mancha,2,02 Albacete,2042,02042 Letur,466,456,922,38.36555,-2.101964,746.7882
8,08 Castilla La Mancha,2,02 Albacete,2043,02043 Lezuza,688,617,1305,38.94902,-2.353775,916.73
8,08 Castilla La Mancha,2,02 Albacete,2044,02044 Liétor,552,511,1063,38.5429,-1.952878,671.197
8,08 Castilla La Mancha,2,02 Albacete,2045,02045 Madrigueras,2365,2293,4658,39.23705,-1.800167,692.8739
8,08 Castilla La Mancha,2,02 Albacete,2046,02046 Mahora,762,703,1465,39.21283,-1.725332,667.1957
8,08 Castilla La Mancha,2,02 Albacete,2047,02047 Masegoso,68,48,116,38.71841,-2.315899,1109.367
8,08 Castilla La Mancha,2,02 Albacete,2048,02048 Minaya,694,693,1387,39.27149,-2.319947,725.5837
8,08 Castilla La Mancha,2,02 Albacete,2049,02049 Molinicos,403,382,785,38.46796,-2.237843,857.9905
8,08 Castilla La Mancha,2,02 Albacete,2050,02050 Montalvos,48,33,81,39.16689,-2.027694,710.0
8,08 Castilla La Mancha,2,02 Albacete,2051,02051 Montealegre del Castillo,1059,979,2038,38.78697,-1.325303,811.8585
8,08 Castilla La Mancha,2,02 Albacete,2052,02052 Motilleja,364,304,668,39.1806,-1.791874,679.5121
8,08 Castilla La Mancha,2,02 Albacete,2053,02053 Munera,1756,1639,3395,39.03984,-2.482528,934.6063
8,08 Castilla La Mancha,2,02 Albacete,2054,02054 Navas de Jorquera,282,251,533,39.28074,-1.71904,711.0
8,08 Castilla La Mancha,2,02 Albacete,2055,02055 Nerpio,652,498,1150,38.14801,-2.302496,1084.768
8,08 Castilla La Mancha,2,02 Albacete,2056,02056 Ontur,942,948,1890,38.6147,-1.498491,656.9244
8,08 Castilla La Mancha,2,02 Albacete,2057,02057 Ossa de Montiel,1127,1089,2216,38.96335,-2.745406,911.2698
8,08 Castilla La Mancha,2,02 Albacete,2058,02058 Paterna del Madera,190,149,339,38.59725,-2.346145,1136.959
8,08 Castilla La Mancha,2,02 Albacete,2060,02060 Peñas de San Pedro,867,599,1466,38.72722,-2.004189,1023.151
8,08 Castilla La Mancha,2,02 Albacete,2059,02059 Peñascosa,187,141,328,38.67118,-2.410708,1170.48
8,08 Castilla La Mancha,2,02 Albacete,2062,02062 Povedilla,210,182,392,38.70169,-2.603873,871.9346
8,08 Castilla La Mancha,2,02 Albacete,2901,02901 Pozo Cañada,1371,1321,2692,38.80128,-1.736837,826.6574
8,08 Castilla La Mancha,2,02 Albacete,2064,02064 Pozo-Lorente,201,185,386,39.07682,-1.506532,773.0806
8,08 Castilla La Mancha,2,02 Albacete,2063,02063 Pozohondo,818,735,1553,38.72114,-1.911805,872.5624
8,08 Castilla La Mancha,2,02 Albacete,2065,02065 Pozuelo,256,211,467,38.80923,-2.100707,850.8868
8,08 Castilla La Mancha,2,02 Albacete,2061,02061 Pétrola,354,311,665,38.82572,-1.557605,878.49
8,08 Castilla La Mancha,2,02 Albacete,2066,"02066 Recueja, La",121,100,221,39.17558,-1.490451,541.1991
8,08 Castilla La Mancha,2,02 Albacete,2067,02067 Riópar,686,667,1353,38.49912,-2.41725,971.0583
8,08 Castilla La Mancha,2,02 Albacete,2068,02068 Robledo,219,174,393,38.75912,-2.448879,1029.824
8,08 Castilla La Mancha,2,02 Albacete,2069,"02069 Roda, La",7852,7758,15610,39.0013,-1.868604,679.9437
8,08 Castilla La Mancha,2,02 Albacete,2070,02070 Salobre,237,205,442,38.59158,-2.551266,924.4268
8,08 Castilla La Mancha,2,02 Albacete,2071,02071 San Pedro,607,578,1185,38.82642,-2.186141,844.3685
8,08 Castilla La Mancha,2,02 Albacete,2072,02072 Socovos,871,791,1662,38.33348,-1.983432,751.4481
8,08 Castilla La Mancha,2,02 Albacete,2073,02073 Tarazona de la Mancha,3144,2973,6117,39.26531,-1.912836,715.6435
8,08 Castilla La Mancha,2,02 Albacete,2074,02074 Tobarra,4128,3819,7947,38.58844,-1.693783,642.4951
8,08 Castilla La Mancha,2,02 Albacete,2075,02075 Valdeganga,1008,953,1961,39.13523,-1.677004,668.1237
8,08 Castilla La Mancha,2,02 Albacete,2076,02076 Vianos,165,155,320,38.63218,-2.501559,1117.031
8,08 Castilla La Mancha,2,02 Albacete,2077,02077 Villa de Ves,32,23,55,39.22327,-1.26016,741.5894
8,08 Castilla La Mancha,2,02 Albacete,2078,02078 Villalgordo del Júcar,592,536,1128,39.29626,-2.06341,687.8445
8,08 Castilla La Mancha,2,02 Albacete,2079,02079 Villamalea,2041,1932,3973,39.36189,-1.599296,743.7635
8,08 Castilla La Mancha,2,02 Albacete,2080,02080 Villapalacios,295,267,562,38.5746,-2.635532,837.8229
8,08 Castilla La Mancha,2,02 Albacete,2081,02081 Villarrobledo,12489,12773,25262,39.26726,-2.607643,728.5291
8,08 Castilla La Mancha,2,02 Albacete,2082,02082 Villatoya,67,46,113,39.33326,-1.340224,416.7317
8,08 Castilla La Mancha,2,02 Albacete,2083,02083 Villavaliente,122,79,201,39.12596,-1.458606,728.5188
8,08 Castilla La Mancha,2,02 Albacete,2084,02084 Villaverde de Guadalimar,167,143,310,38.4555,-2.517869,796.1951
8,08 Castilla La Mancha,2,02 Albacete,2085,02085 Viveros,159,146,305,38.7733,-2.576014,1012.303
8,08 Castilla La Mancha,2,02 Albacete,2086,02086 Yeste,1310,1199,2509,38.36583,-2.318711,862.6873
12,12 Galicia,15,"15 Coruña, A",15001,15001 Abegondo,2784,2794,5578,43.21667,-8.283333,99.71806
12,12 Galicia,15,"15 Coruña, A",15002,15002 Ames,15739,17073,32812,42.9,-8.633333,216.3797
12,12 Galicia,15,"15 Coruña, A",15003,15003 Aranga,921,878,1799,43.23333,-8.016667,275.3901
12,12 Galicia,15,"15 Coruña, A",15004,15004 Ares,3023,3133,6156,43.4263,-8.247746,9.654655
12,12 Galicia,15,"15 Coruña, A",15005,15005 Arteixo,16775,17263,34038,43.30451,-8.511387,36.12324
12,12 Galicia,15,"15 Coruña, A",15006,15006 Arzúa,2915,2972,5887,42.92717,-8.164196,385.5346
12,12 Galicia,15,"15 Coruña, A",15007,"15007 Baña, A",1561,1730,3291,42.80187,-8.842805,132.5069
12,12 Galicia,15,"15 Coruña, A",15008,15008 Bergondo,3419,3567,6986,43.31667,-8.233334,111.32
12,12 Galicia,15,"15 Coruña, A",15009,15009 Betanzos,6315,6946,13261,43.28106,-8.211315,30.77564
12,12 Galicia,15,"15 Coruña, A",15010,15010 Boimorto,906,895,1801,43.008,-8.127,486.9221
12,12 Galicia,15,"15 Coruña, A",15011,15011 Boiro,9235,9783,19018,42.65,-8.9,39.57637
12,12 Galicia,15,"15 Coruña, A",15012,15012 Boqueixón,2055,2145,4200,42.817,-8.417,295.4394
12,12 Galicia,15,"15 Coruña, A",15013,15013 Brión,3954,4243,8197,42.867,-8.678,113.9952
12,12 Galicia,15,"15 Coruña, A",15014,15014 Cabana de Bergantiños,1987,2111,4098,43.21917,-8.98,91.22826
12,12 Galicia,15,"15 Coruña, A",15015,15015 Cabanas,1614,1682,3296,43.41724,-8.16521,14.01326
12,12 Galicia,15,"15 Coruña, A",15016,15016 Camariñas,2510,2588,5098,43.12862,-9.184929,8.057896
12,12 Galicia,15,"15 Coruña, A",15017,15017 Cambre,12071,12710,24781,43.29416,-8.34498,59.3171
12,12 Galicia,15,"15 Coruña, A",15018,"15018 Capela, A",578,604,1182,42.69293,-8.792709,69.87862
12,12 Galicia,15,"15 Coruña, A",15019,15019 Carballo,15400,16195,31595,43.21217,-8.691041,108.2141
12,12 Galicia,15,"15 Coruña, A",15901,15901 Cariño,1814,1877,3691,43.73265,-7.877766,9.662794
12,12 Galicia,15,"15 Coruña, A",15020,15020 Carnota,1813,1987,3800,42.82107,-9.0871,39.35276
12,12 Galicia,15,"15 Coruña, A",15021,15021 Carral,3338,3437,6775,43.2297,-8.355897,143.3725
12,12 Galicia,15,"15 Coruña, A",15022,15022 Cedeira,3243,3305,6548,43.66142,-8.05547,9.32181
12,12 Galicia,15,"15 Coruña, A",15023,15023 Cee,3692,4048,7740,42.95541,-9.18975,5.529384
12,12 Galicia,15,"15 Coruña, A",15024,15024 Cerceda,2516,2569,5085,43.16024,-8.473271,340.3528
12,12 Galicia,15,"15 Coruña, A",15025,15025 Cerdido,487,517,1004,43.62384,-7.994961,127.0117
12,12 Galicia,15,"15 Coruña, A",15026,15026 Cesuras,0,0,0,43.17367,-8.197223,380.5045
12,12 Galicia,15,"15 Coruña, A",15027,15027 Coirós,955,976,1931,43.25033,-8.164351,214.9906
12,12 Galicia,15,"15 Coruña, A",15028,15028 Corcubión,840,838,1678,42.94464,-9.19431,12.05067
12,12 Galicia,15,"15 Coruña, A",15029,15029 Coristanco,2769,2975,5744,43.19048,-8.760949,121.6658
12,12 Galicia,15,"15 Coruña, A",15030,"15030 Coruña, A",115393,133868,249261,43.37087,-8.395835,16.76067
12,12 Galicia,15,"15 Coruña, A",15031,15031 Culleredo,14958,16127,31085,43.31584,-8.384923,60.64721
12,12 Galicia,15,"15 Coruña, A",15032,15032 Curtis,2110,2071,4181,43.12437,-8.146308,524.2576
12,12 Galicia,15,"15 Coruña, A",15033,15033 Dodro,1244,1376,2620,42.7175,-8.714723,8.638529
12,12 Galicia,15,"15 Coruña, A",15034,15034 Dumbría,1323,1453,2776,43.00933,-9.11521,196.8048
12,12 Galicia,15,"15 Coruña, A",15035,15035 Fene,5958,6572,12530,43.47521,-8.165961,31.51714
12,12 Galicia,15,"15 Coruña, A",15036,15036 Ferrol,30347,33871,64218,43.48839,-8.222509,17.92745
12,12 Galicia,15,"15 Coruña, A",15037,15037 Fisterra,2393,2311,4704,42.90507,-9.264338,26.53479
12,12 Galicia,15,"15 Coruña, A",15038,15038 Frades,1073,1090,2163,43.04,-8.277223,330.4912
12,12 Galicia,15,"15 Coruña, A",15039,15039 Irixoa,662,664,1326,43.28474,-8.058925,362.8766
12,12 Galicia,15,"15 Coruña, A",15041,"15041 Laracha, A",5709,5894,11603,43.25232,-8.584469,165.5166
12,12 Galicia,15,"15 Coruña, A",15040,15040 Laxe,1460,1459,2919,43.21975,-9.005163,10.11361
12,12 Galicia,15,"15 Coruña, A",15042,15042 Lousame,1548,1551,3099,42.75896,-8.846885,76.47759
12,12 Galicia,15,"15 Coruña, A",15043,15043 Malpica de Bergantiños,2575,2692,5267,43.32416,-8.809312,18.54621
12,12 Galicia,15,"15 Coruña, A",15045,15045 Mazaricos,1783,1936,3719,42.93893,-8.992199,309.7912
12,12 Galicia,15,"15 Coruña, A",15044,15044 Mañón,605,618,1223,43.7692,-7.685581,122.7509
12,12 Galicia,15,"15 Coruña, A",15046,15046 Melide,3777,3957,7734,42.91393,-8.014727,456.2325
12,12 Galicia,15,"15 Coruña, A",15047,15047 Mesía,1200,1183,2383,43.11592,-8.244491,396.5716
12,12 Galicia,15,"15 Coruña, A",15048,15048 Miño,3447,3499,6946,43.3475,-8.206388,35.12242
12,12 Galicia,15,"15 Coruña, A",15049,15049 Moeche,585,615,1200,43.55053,-7.991225,124.2339
12,12 Galicia,15,"15 Coruña, A",15050,15050 Monfero,917,901,1818,43.32491,-8.054685,313.0533
12,12 Galicia,15,"15 Coruña, A",15051,15051 Mugardos,2511,2684,5195,43.46075,-8.253842,26.80462
12,12 Galicia,15,"15 Coruña, A",15053,15053 Muros,3945,4239,8184,42.77432,-9.057509,13.47934
12,12 Galicia,15,"15 Coruña, A",15052,15052 Muxía,2120,2260,4380,43.10466,-9.218463,10.06232
12,12 Galicia,15,"15 Coruña, A",15054,15054 Narón,18911,20374,39285,43.53705,-8.180766,54.86041
12,12 Galicia,15,"15 Coruña, A",15055,15055 Neda,2366,2502,4868,43.50128,-8.156269,17.3906
12,12 Galicia,15,"15 Coruña, A",15056,15056 Negreira,3339,3622,6961,42.90954,-8.736245,165.9285
12,12 Galicia,15,"15 Coruña, A",15057,15057 Noia,6714,7378,14092,42.78525,-8.888309,14.17139
12,12 Galicia,15,"15 Coruña, A",15058,15058 Oleiros,18399,19934,38333,43.3335,-8.313619,121.4051
12,12 Galicia,15,"15 Coruña, A",15059,15059 Ordes,6243,6529,12772,43.07674,-8.407746,287.7448
12,12 Galicia,15,"15 Coruña, A",15060,15060 Oroso,3817,3940,7757,42.99442,-8.434846,265.2925
12,12 Galicia,15,"15 Coruña, A",15061,15061 Ortigueira,2558,2860,5418,43.68634,-7.851941,12.5302
12,12 Galicia,15,"15 Coruña, A",15062,15062 Outes,2916,3133,6049,42.85127,-8.926455,155.6038
12,12 Galicia,15,"15 Coruña, A",15063,15063 Oza dos Ríos,0,0,0,43.21533,-8.186943,234.9048
12,12 Galicia,15,"15 Coruña, A",15902,15902 Oza-Cesuras,2609,2542,5151,42.4667,-8.6333,319.0
12,12 Galicia,15,"15 Coruña, A",15064,15064 Paderne,1171,1216,2387,43.28677,-8.176355,151.441
12,12 Galicia,15,"15 Coruña, A",15065,15065 Padrón,3988,4268,8256,42.73898,-8.660538,12.52071
12,12 Galicia,15,"15 Coruña, A",15066,"15066 Pino, O",2305,2276,4581,42.98462,-8.313807,325.1911
12,12 Galicia,15,"15 Coruña, A",15067,"15067 Pobra do Caramiñal, A",4519,4665,9184,42.6033,-8.938943,10.39054
12,12 Galicia,15,"15 Coruña, A",15068,15068 Ponteceso,2681,2637,5318,43.24269,-8.900965,9.338658
12,12 Galicia,15,"15 Coruña, A",15069,15069 Pontedeume,3574,3882,7456,43.40258,-8.152691,52.01764
12,12 Galicia,15,"15 Coruña, A",15070,"15070 Pontes de García Rodríguez, As",4774,5008,9782,43.44582,-7.849446,346.5103
12,12 Galicia,15,"15 Coruña, A",15071,15071 Porto do Son,4512,4552,9064,42.72468,-9.006695,13.61645
12,12 Galicia,15,"15 Coruña, A",15072,15072 Rianxo,5266,5482,10748,42.65199,-8.81842,12.18667
12,12 Galicia,15,"15 Coruña, A",15073,15073 Ribeira,13411,13700,27111,42.57627,-9.023945,9.570827
12,12 Galicia,15,"15 Coruña, A",15074,15074 Rois,2104,2291,4395,42.76181,-8.706309,91.43814
12,12 Galicia,15,"15 Coruña, A",15075,15075 Sada,8326,8814,17140,43.35093,-8.254611,8.367744
12,12 Galicia,15,"15 Coruña, A",15076,15076 San Sadurniño,1356,1377,2733,43.56245,-8.054992,235.7317
12,12 Galicia,15,"15 Coruña, A",15077,15077 Santa Comba,4551,4768,9319,43.0477,-8.814226,357.9261
12,12 Galicia,15,"15 Coruña, A",15078,15078 Santiago de Compostela,46134,53402,99536,42.88045,-8.546304,250.5518
12,12 Galicia,15,"15 Coruña, A",15079,15079 Santiso,752,701,1453,42.85,-8.05,395.2911
12,12 Galicia,15,"15 Coruña, A",15080,15080 Sobrado,921,833,1754,42.51915,-6.853734,441.7868
12,12 Galicia,15,"15 Coruña, A",15081,"15081 Somozas, As",539,529,1068,43.53605,-7.924339,365.4666
12,12 Galicia,15,"15 Coruña, A",15082,15082 Teo,9313,9732,19045,42.80227,-8.586169,210.1551
12,12 Galicia,15,"15 Coruña, A",15083,15083 Toques,558,512,1070,42.96787,-7.988449,550.1306
12,12 Galicia,15,"15 Coruña, A",15084,15084 Tordoia,1533,1648,3181,43.088,-8.56,372.4156
12,12 Galicia,15,"15 Coruña, A",15085,15085 Touro,1691,1696,3387,42.86709,-8.306829,322.1459
12,12 Galicia,15,"15 Coruña, A",15086,15086 Trazo,1458,1521,2979,43.01667,-8.533333,308.1545
12,12 Galicia,15,"15 Coruña, A",15088,15088 Val do Dubra,1802,1932,3734,43.0225,-8.638333,308.1521
12,12 Galicia,15,"15 Coruña, A",15087,15087 Valdoviño,3340,3517,6857,43.6,-8.133056,168.3914
12,12 Galicia,15,"15 Coruña, A",15089,15089 Vedra,2428,2514,4942,42.78234,-8.467377,230.7933
12,12 Galicia,15,"15 Coruña, A",15091,15091 Vilarmaior,643,609,1252,43.34461,-8.15395,195.4239
12,12 Galicia,15,"15 Coruña, A",15090,15090 Vilasantar,646,583,1229,43.06667,-8.1,442.1523
12,12 Galicia,15,"15 Coruña, A",15092,15092 Vimianzo,3284,3524,6808,43.1103,-9.033895,131.8647
12,12 Galicia,15,"15 Coruña, A",15093,15093 Zas,2055,2206,4261,43.09975,-8.916149,221.0706
12,12 Galicia,36,36 Pontevedra,36020,36020 Agolada,1150,1132,2282,42.76227,-8.019424,583.5956
12,12 Galicia,36,36 Pontevedra,36001,36001 Arbo,1362,1274,2636,42.1145,-8.319313,150.7691
12,12 Galicia,36,36 Pontevedra,36003,36003 Baiona,6063,6317,12380,42.11809,-8.84958,21.20054
12,12 Galicia,36,36 Pontevedra,36002,36002 Barro,1796,1861,3657,42.525,-8.647223,66.8885
12,12 Galicia,36,36 Pontevedra,36004,36004 Bueu,5853,5984,11837,42.31977,-8.790135,44.66146
12,12 Galicia,36,36 Pontevedra,36005,36005 Caldas de Reis,4651,4963,9614,42.6055,-8.643308,27.27038
12,12 Galicia,36,36 Pontevedra,36006,36006 Cambados,6631,7121,13752,42.5138,-8.812893,14.76714
12,12 Galicia,36,36 Pontevedra,36007,36007 Campo Lameiro,813,884,1697,42.54222,-8.542778,243.4357
12,12 Galicia,36,36 Pontevedra,36008,36008 Cangas,13215,13499,26714,42.26471,-8.782845,10.73197
12,12 Galicia,36,36 Pontevedra,36010,36010 Catoira,1586,1682,3268,42.66665,-8.722511,18.32608
12,12 Galicia,36,36 Pontevedra,36009,"36009 Cañiza, A",2460,2586,5046,42.21304,-8.27567,568.6797
