Cod_Comunidad,Comunidad,Cod_Provincia,Provincia,Codigo,Municipio,Hombres,Mujeres,Habitantes,Latitud,Longitud,Altitud
12,12 Galicia,27,27 Lugo,27001,27001 Abadín,1103,1114,2217,43.36666,-7.483333,475.1587
12,12 Galicia,27,27 Lugo,27002,27002 Alfoz,725,798,1523,43.52817,-7.414435,56.10721
12,12 Galicia,27,27 Lugo,27003,27003 Antas de Ulla,889,933,1822,42.78225,-7.891078,558.4615
12,12 Galicia,27,27 Lugo,27004,27004 Baleira,599,521,1120,43.00167,-7.239167,661.8257
12,12 Galicia,27,27 Lugo,27901,27901 Baralla,1308,1147,2455,42.89286,-7.253127,488.2265
12,12 Galicia,27,27 Lugo,27005,27005 Barreiros,1462,1568,3030,43.53333,-7.233333,193.2786
12,12 Galicia,27,27 Lugo,27006,27006 Becerreá,1351,1352,2703,42.85341,-7.162147,641.6993
12,12 Galicia,27,27 Lugo,27007,27007 Begonte,1470,1435,2905,43.14534,-7.680204,416.7638
12,12 Galicia,27,27 Lugo,27902,27902 Burela,4790,4757,9547,43.65594,-7.363514,62.66413
12,12 Galicia,27,27 Lugo,27008,27008 Bóveda,713,696,1409,42.62622,-7.479327,358.4192
12,12 Galicia,27,27 Lugo,27009,27009 Carballedo,1030,1014,2044,42.51667,-7.833333,556.9655
12,12 Galicia,27,27 Lugo,27010,27010 Castro de Rei,2537,2504,5041,43.20859,-7.400369,431.6718
12,12 Galicia,27,27 Lugo,27011,27011 Castroverde,1286,1211,2497,43.03097,-7.327102,589.1481
12,12 Galicia,27,27 Lugo,27012,27012 Cervantes,690,497,1187,42.86984,-7.060073,648.1846
12,12 Galicia,27,27 Lugo,27013,27013 Cervo,2060,2124,4184,43.68209,-7.44769,59.01057
12,12 Galicia,27,27 Lugo,27016,27016 Chantada,3940,4152,8092,42.60867,-7.773468,491.9615
12,12 Galicia,27,27 Lugo,27014,"27014 Corgo, O",1737,1633,3370,42.93829,-7.415542,423.9196
12,12 Galicia,27,27 Lugo,27015,27015 Cospeito,2072,2141,4213,43.23597,-7.558825,426.1127
12,12 Galicia,27,27 Lugo,27017,27017 Folgoso do Courel,509,469,978,42.58882,-7.195468,597.0881
12,12 Galicia,27,27 Lugo,27018,"27018 Fonsagrada, A",1628,1488,3116,43.12375,-7.06791,957.5945
12,12 Galicia,27,27 Lugo,27019,27019 Foz,4960,5238,10198,43.56639,-7.25667,6.783125
12,12 Galicia,27,27 Lugo,27020,27020 Friol,1845,1753,3598,43.02889,-7.79354,483.822
12,12 Galicia,27,27 Lugo,27022,27022 Guitiriz,2576,2546,5122,43.18174,-7.900185,448.572
12,12 Galicia,27,27 Lugo,27023,27023 Guntín,1287,1242,2529,42.88778,-7.697222,465.0538
12,12 Galicia,27,27 Lugo,27024,"27024 Incio, O",772,736,1508,42.64861,-7.33,733.6429
12,12 Galicia,27,27 Lugo,27027,27027 Lourenzá,1025,1073,2098,43.4711,-7.297891,56.24402
12,12 Galicia,27,27 Lugo,27028,27028 Lugo,45979,53503,99482,43.01208,-7.555851,468.2347
12,12 Galicia,27,27 Lugo,27026,27026 Láncara,1279,1221,2500,42.86206,-7.348236,409.2137
12,12 Galicia,27,27 Lugo,27029,27029 Meira,876,880,1756,43.2131,-7.294944,488.5347
12,12 Galicia,27,27 Lugo,27030,27030 Mondoñedo,1593,1759,3352,43.4281,-7.362851,132.6622
12,12 Galicia,27,27 Lugo,27031,27031 Monforte de Lemos,8792,9768,18560,42.5185,-7.510688,299.166
12,12 Galicia,27,27 Lugo,27032,27032 Monterroso,1798,1834,3632,42.79319,-7.836526,542.8273
12,12 Galicia,27,27 Lugo,27033,27033 Muras,306,294,600,43.46788,-7.723003,486.4558
12,12 Galicia,27,27 Lugo,27034,27034 Navia de Suarna,543,436,979,42.96486,-7.003865,324.8547
12,12 Galicia,27,27 Lugo,27035,27035 Negueira de Muñiz,132,108,240,43.13335,-6.893023,358.476
12,12 Galicia,27,27 Lugo,27037,"27037 Nogais, As",498,444,942,42.80933,-7.109268,512.5035
12,12 Galicia,27,27 Lugo,27038,27038 Ourol,503,482,985,43.55678,-7.636109,253.6125
12,12 Galicia,27,27 Lugo,27039,27039 Outeiro de Rei,2744,2614,5358,43.10213,-7.615168,410.7439
12,12 Galicia,27,27 Lugo,27040,27040 Palas de Rei,1672,1595,3267,42.87424,-7.868907,558.8809
12,12 Galicia,27,27 Lugo,27041,27041 Pantón,1157,1183,2340,42.51667,-7.6,304.506
12,12 Galicia,27,27 Lugo,27042,27042 Paradela,802,789,1591,42.76667,-7.6,559.2864
12,12 Galicia,27,27 Lugo,27044,"27044 Pastoriza, A",1404,1383,2787,43.30063,-7.351371,545.8884
12,12 Galicia,27,27 Lugo,27045,27045 Pedrafita do Cebreiro,488,410,898,42.72624,-7.021226,1110.924
12,12 Galicia,27,27 Lugo,27047,"27047 Pobra do Brollón, A",815,804,1619,42.55704,-7.392418,384.0419
12,12 Galicia,27,27 Lugo,27046,27046 Pol,773,769,1542,43.15272,-7.330053,530.1712
12,12 Galicia,27,27 Lugo,27048,"27048 Pontenova, A",1033,1091,2124,43.34803,-7.192536,84.54995
12,12 Galicia,27,27 Lugo,27049,27049 Portomarín,666,620,1286,42.80775,-7.615518,387.5597
12,12 Galicia,27,27 Lugo,27043,"27043 Páramo, O",647,649,1296,42.8396,-7.535555,376.2073
12,12 Galicia,27,27 Lugo,27050,27050 Quiroga,1473,1584,3057,42.47597,-7.271719,268.3575
12,12 Galicia,27,27 Lugo,27051,27051 Ribadeo,4699,5279,9978,43.53735,-7.043029,41.25553
12,12 Galicia,27,27 Lugo,27052,27052 Ribas de Sil,460,444,904,42.44611,-7.297662,532.9442
12,12 Galicia,27,27 Lugo,27053,27053 Ribeira de Piquín,262,230,492,43.19055,-7.189803,616.5509
12,12 Galicia,27,27 Lugo,27054,27054 Riotorto,595,584,1179,43.35972,-7.254445,393.7881
12,12 Galicia,27,27 Lugo,27056,27056 Rábade,739,760,1499,43.12088,-7.621819,404.1569
12,12 Galicia,27,27 Lugo,27055,27055 Samos,629,569,1198,42.73054,-7.325293,542.352
12,12 Galicia,27,27 Lugo,27057,27057 Sarria,6565,6894,13459,42.77766,-7.414474,447.6552
12,12 Galicia,27,27 Lugo,27058,"27058 Saviñao, O",1772,1716,3488,42.64709,-7.654811,450.5526
12,12 Galicia,27,27 Lugo,27059,27059 Sober,1042,1087,2129,42.46107,-7.586344,398.1687
12,12 Galicia,27,27 Lugo,27060,27060 Taboada,1254,1347,2601,42.71615,-7.762904,542.3445
12,12 Galicia,27,27 Lugo,27061,27061 Trabada,532,551,1083,43.44833,-7.194592,214.7123
12,12 Galicia,27,27 Lugo,27062,27062 Triacastela,298,311,609,42.75665,-7.240443,671.5583
12,12 Galicia,27,27 Lugo,27063,"27063 Valadouro, O",908,998,1906,43.56673,-7.459773,262.7564
12,12 Galicia,27,27 Lugo,27064,"27064 Vicedo, O",770,819,1589,43.73336,-7.672058,13.50312
12,12 Galicia,27,27 Lugo,27065,27065 Vilalba,6648,7139,13787,43.29541,-7.684412,452.9068
12,12 Galicia,27,27 Lugo,27066,27066 Viveiro,7482,7735,15217,43.66143,-7.594532,21.87932
12,12 Galicia,27,27 Lugo,27021,27021 Xermade,849,849,1698,43.35552,-7.813554,468.3652
12,12 Galicia,27,27 Lugo,27025,27025 Xove,1737,1590,3327,43.68557,-7.512421,61.07624
7,07 Castilla y León,42,42 Soria,42001,42001 Abejar,199,187,386,41.80774,-2.785575,1145.182
7,07 Castilla y León,42,42 Soria,42003,42003 Adradas,33,25,58,41.35108,-2.473783,1053.24
7,07 Castilla y León,42,42 Soria,42006,42006 Alconaba,132,67,199,41.72372,-2.385317,1008.273
7,07 Castilla y León,42,42 Soria,42007,42007 Alcubilla de Avellaneda,63,44,107,41.72509,-3.30504,926.149
7,07 Castilla y León,42,42 Soria,42008,42008 Alcubilla de las Peñas,38,21,59,41.2513,-2.527009,1123.342
7,07 Castilla y León,42,42 Soria,42009,42009 Aldealafuente,45,38,83,41.6716,-2.325249,1008.722
7,07 Castilla y León,42,42 Soria,42010,42010 Aldealices,14,6,20,41.90195,-2.309518,1133.837
7,07 Castilla y León,42,42 Soria,42011,42011 Aldealpozo,7,11,18,41.78287,-2.205355,1056.476
7,07 Castilla y León,42,42 Soria,42012,42012 Aldealseñor,15,13,28,41.87892,-2.315711,1090.4
7,07 Castilla y León,42,42 Soria,42013,42013 Aldehuela de Periáñez,19,11,30,41.80824,-2.306498,1053.012
7,07 Castilla y León,42,42 Soria,42014,"42014 Aldehuelas, Las",36,24,60,41.99459,-2.364379,1267.252
7,07 Castilla y León,42,42 Soria,42015,42015 Alentisque,16,8,24,41.41982,-2.332048,1060.366
7,07 Castilla y León,42,42 Soria,42016,42016 Aliud,14,7,21,41.65447,-2.253102,1012.084
7,07 Castilla y León,42,42 Soria,42017,42017 Almajano,98,84,182,41.85081,-2.337914,1054.0
7,07 Castilla y León,42,42 Soria,42018,42018 Almaluez,74,50,124,41.28933,-2.26941,823.894
7,07 Castilla y León,42,42 Soria,42019,42019 Almarza,347,279,626,41.94652,-2.469083,1152.273
7,07 Castilla y León,42,42 Soria,42021,42021 Almazul,41,19,60,41.57373,-2.146663,981.7079
7,07 Castilla y León,42,42 Soria,42020,42020 Almazán,2811,2665,5476,41.48592,-2.533437,962.2736
7,07 Castilla y León,42,42 Soria,42022,42022 Almenar de Soria,134,82,216,41.68241,-2.199794,1020.456
7,07 Castilla y León,42,42 Soria,42023,42023 Alpanseque,32,19,51,41.26534,-2.67099,1113.177
7,07 Castilla y León,42,42 Soria,42024,42024 Arancón,51,25,76,41.80079,-2.282142,1064.569
7,07 Castilla y León,42,42 Soria,42025,42025 Arcos de Jalón,787,758,1545,41.21495,-2.2713,829.8203
7,07 Castilla y León,42,42 Soria,42026,42026 Arenillas,27,15,42,41.34745,-2.845552,1097.583
7,07 Castilla y León,42,42 Soria,42027,42027 Arévalo de la Sierra,44,26,70,41.94745,-2.400216,1209.113
7,07 Castilla y León,42,42 Soria,42028,42028 Ausejo de la Sierra,60,55,115,41.89484,-2.374161,1097.726
7,07 Castilla y León,42,42 Soria,42029,42029 Baraona,73,49,122,41.29533,-2.657406,1122.398
7,07 Castilla y León,42,42 Soria,42030,42030 Barca,67,40,107,41.45625,-2.620859,956.5942
7,07 Castilla y León,42,42 Soria,42031,42031 Barcones,15,10,25,41.29187,-2.816489,1095.072
7,07 Castilla y León,42,42 Soria,42032,42032 Bayubas de Abajo,75,69,144,41.52646,-2.895991,921.9889
7,07 Castilla y León,42,42 Soria,42033,42033 Bayubas de Arriba,35,25,60,41.55735,-2.88629,960.613
7,07 Castilla y León,42,42 Soria,42034,42034 Beratón,20,21,41,41.71635,-1.810971,1386.368
7,07 Castilla y León,42,42 Soria,42035,42035 Berlanga de Duero,432,399,831,41.46519,-2.861313,937.0346
7,07 Castilla y León,42,42 Soria,42036,42036 Blacos,18,20,38,41.68061,-2.856914,989.2947
7,07 Castilla y León,42,42 Soria,42037,42037 Bliecos,16,10,26,41.52827,-2.271571,1044.849
7,07 Castilla y León,42,42 Soria,42038,42038 Borjabad,17,13,30,41.55315,-2.365719,1014.908
7,07 Castilla y León,42,42 Soria,42039,42039 Borobia,129,99,228,41.66553,-1.897643,1115.851
7,07 Castilla y León,42,42 Soria,42041,42041 Buberos,14,14,28,41.64727,-2.195456,1022.386
7,07 Castilla y León,42,42 Soria,42042,42042 Buitrago,39,35,74,41.84751,-2.408156,1033.595
7,07 Castilla y León,42,42 Soria,42043,42043 Burgo de Osma-Ciudad de Osma,2604,2600,5204,41.58764,-3.06658,902.5478
7,07 Castilla y León,42,42 Soria,42044,42044 Cabrejas del Campo,31,22,53,41.68117,-2.269537,992.3073
7,07 Castilla y León,42,42 Soria,42045,42045 Cabrejas del Pinar,172,127,299,41.79767,-2.849684,1157.918
7,07 Castilla y León,42,42 Soria,42046,42046 Calatañazor,25,18,43,41.6996,-2.817588,1058.661
7,07 Castilla y León,42,42 Soria,42048,42048 Caltojar,35,16,51,41.40254,-2.764143,968.6671
7,07 Castilla y León,42,42 Soria,42049,42049 Candilichera,66,38,104,41.70433,-2.301476,1004.845
7,07 Castilla y León,42,42 Soria,42051,42051 Carabantes,14,8,22,41.5517,-2.001163,1004.526
7,07 Castilla y León,42,42 Soria,42052,42052 Caracena,9,5,14,41.3833,-3.091343,1079.824
7,07 Castilla y León,42,42 Soria,42053,42053 Carrascosa de Abajo,12,6,18,41.42324,-3.090263,1021.172
7,07 Castilla y León,42,42 Soria,42054,42054 Carrascosa de la Sierra,14,5,19,41.89554,-2.28056,1185.388
7,07 Castilla y León,42,42 Soria,42055,42055 Casarejos,77,69,146,41.79644,-3.032538,1084.931
7,07 Castilla y León,42,42 Soria,42056,42056 Castilfrío de la Sierra,20,14,34,41.91998,-2.305577,1204.084
7,07 Castilla y León,42,42 Soria,42058,42058 Castillejo de Robledo,56,39,95,41.56111,-3.494669,958.3167
7,07 Castilla y León,42,42 Soria,42057,42057 Castilruiz,90,68,158,41.87681,-2.059147,1012.292
7,07 Castilla y León,42,42 Soria,42050,42050 Cañamaque,20,7,27,41.445,-2.236295,961.6105
7,07 Castilla y León,42,42 Soria,42059,42059 Centenera de Andaluz,10,11,21,41.50687,-2.71833,945.2386
7,07 Castilla y León,42,42 Soria,42060,42060 Cerbón,21,9,30,41.92931,-2.169622,1118.104
7,07 Castilla y León,42,42 Soria,42061,42061 Cidones,188,126,314,41.81461,-2.640114,1088.646
7,07 Castilla y León,42,42 Soria,42062,42062 Cigudosa,12,3,15,41.93505,-2.055447,744.5455
7,07 Castilla y León,42,42 Soria,42063,42063 Cihuela,26,13,39,41.40725,-1.99981,823.4209
7,07 Castilla y León,42,42 Soria,42064,42064 Ciria,38,32,70,41.61886,-1.965891,1037.322
7,07 Castilla y León,42,42 Soria,42065,42065 Cirujales del Río,15,5,20,41.86694,-2.325954,1068.647
7,07 Castilla y León,42,42 Soria,42068,42068 Coscurita,43,25,68,41.43481,-2.475592,964.2791
7,07 Castilla y León,42,42 Soria,42069,42069 Covaleda,816,758,1574,41.93584,-2.884975,1200.42
7,07 Castilla y León,42,42 Soria,42070,42070 Cubilla,14,10,24,41.74883,-2.938876,1091.318
7,07 Castilla y León,42,42 Soria,42071,42071 Cubo de la Solana,95,68,163,41.60253,-2.420941,992.694
7,07 Castilla y León,42,42 Soria,42073,42073 Cueva de Ágreda,43,26,69,41.76356,-1.88755,1297.624
7,07 Castilla y León,42,42 Soria,42076,42076 Deza,94,71,165,41.46352,-2.022246,883.1517
7,07 Castilla y León,42,42 Soria,42078,42078 Duruelo de la Sierra,522,504,1026,41.95428,-2.932089,1192.476
7,07 Castilla y León,42,42 Soria,42075,42075 Dévanos,43,29,72,41.90224,-1.945479,936.56
7,07 Castilla y León,42,42 Soria,42079,42079 Escobosa de Almazán,12,8,20,41.48692,-2.371206,1086.438
7,07 Castilla y León,42,42 Soria,42080,42080 Espeja de San Marcelino,89,62,151,41.80276,-3.22209,1032.547
7,07 Castilla y León,42,42 Soria,42081,42081 Espejón,67,61,128,41.83094,-3.259629,1032.613
7,07 Castilla y León,42,42 Soria,42082,42082 Estepa de San Juan,8,5,13,41.92665,-2.333617,1254.505
7,07 Castilla y León,42,42 Soria,42083,42083 Frechilla de Almazán,11,10,21,41.42592,-2.515668,984.3314
7,07 Castilla y León,42,42 Soria,42084,42084 Fresno de Caracena,12,7,19,41.45257,-3.091199,954.0523
7,07 Castilla y León,42,42 Soria,42085,42085 Fuentearmegil,88,62,150,41.71469,-3.182951,986.2681
7,07 Castilla y León,42,42 Soria,42086,42086 Fuentecambrón,19,13,32,41.50551,-3.328088,1016.823
7,07 Castilla y León,42,42 Soria,42087,42087 Fuentecantos,33,32,65,41.84877,-2.428108,1030.378
7,07 Castilla y León,42,42 Soria,42088,42088 Fuentelmonge,36,25,61,41.42037,-2.186185,866.837
7,07 Castilla y León,42,42 Soria,42089,42089 Fuentelsaz de Soria,31,33,64,41.86476,-2.415506,1072.903
7,07 Castilla y León,42,42 Soria,42090,42090 Fuentepinilla,47,31,78,41.56748,-2.763092,938.7756
7,07 Castilla y León,42,42 Soria,42092,42092 Fuentes de Magaña,32,19,51,41.93504,-2.180229,1142.983
7,07 Castilla y León,42,42 Soria,42093,42093 Fuentestrún,36,16,52,41.87467,-2.081859,1010.144
7,07 Castilla y León,42,42 Soria,42094,42094 Garray,420,365,785,41.8151,-2.446957,1013.721
7,07 Castilla y León,42,42 Soria,42095,42095 Golmayo,1589,1470,3059,41.76519,-2.524221,1051.163
7,07 Castilla y León,42,42 Soria,42097,42097 Gormaz,19,7,26,41.49263,-3.004386,957.7652
7,07 Castilla y León,42,42 Soria,42096,42096 Gómara,168,120,288,41.6233,-2.225688,1048.483
7,07 Castilla y León,42,42 Soria,42098,42098 Herrera de Soria,8,3,11,41.7629,-3.012353,1094.928
7,07 Castilla y León,42,42 Soria,42100,42100 Hinojosa del Campo,17,8,25,41.73899,-2.098851,1033.897
7,07 Castilla y León,42,42 Soria,42103,42103 Langa de Duero,385,331,716,41.6101,-3.401597,844.9768
7,07 Castilla y León,42,42 Soria,42105,42105 Liceras,26,23,49,41.37885,-3.243724,1125.616
7,07 Castilla y León,42,42 Soria,42106,"42106 Losilla, La",9,4,13,41.87247,-2.278706,1175.729
7,07 Castilla y León,42,42 Soria,42107,42107 Magaña,41,23,64,41.89968,-2.161685,954.0438
7,07 Castilla y León,42,42 Soria,42108,42108 Maján,6,3,9,41.46891,-2.303282,1145.01
7,07 Castilla y León,42,42 Soria,42110,42110 Matalebreras,53,28,81,41.84061,-2.046679,995.2419
7,07 Castilla y León,42,42 Soria,42111,42111 Matamala de Almazán,143,111,254,41.50644,-2.640236,946.6416
7,07 Castilla y León,42,42 Soria,42113,42113 Medinaceli,350,321,671,41.17257,-2.433086,1201.395
7,07 Castilla y León,42,42 Soria,42115,42115 Miño de Medinaceli,48,30,78,41.18982,-2.518145,1158.736
7,07 Castilla y León,42,42 Soria,42116,42116 Miño de San Esteban,26,14,40,41.536,-3.345308,942.0782
7,07 Castilla y León,42,42 Soria,42117,42117 Molinos de Duero,90,68,158,41.88531,-2.787729,1101.836
7,07 Castilla y León,42,42 Soria,42118,42118 Momblona,15,3,18,41.4441,-2.346566,1063.584
7,07 Castilla y León,42,42 Soria,42119,42119 Monteagudo de las Vicarías,92,85,177,41.36525,-2.16931,792.3184
7,07 Castilla y León,42,42 Soria,42120,42120 Montejo de Tiermes,88,52,140,41.36852,-3.198695,1157.937
7,07 Castilla y León,42,42 Soria,42121,42121 Montenegro de Cameros,30,15,45,42.08982,-2.753905,1243.88
7,07 Castilla y León,42,42 Soria,42123,42123 Morón de Almazán,104,98,202,41.41478,-2.413052,1007.026
7,07 Castilla y León,42,42 Soria,42125,42125 Muriel Viejo,49,26,75,41.78269,-2.915418,1090.473
7,07 Castilla y León,42,42 Soria,42124,42124 Muriel de la Fuente,36,19,55,41.72466,-2.860322,1018.385
7,07 Castilla y León,42,42 Soria,42127,42127 Nafría de Ucero,21,15,36,41.72269,-3.094858,1021.318
7,07 Castilla y León,42,42 Soria,42128,42128 Narros,44,27,71,41.84862,-2.294553,1112.726
7,07 Castilla y León,42,42 Soria,42129,42129 Navaleno,389,343,732,41.83872,-3.00545,1117.306
7,07 Castilla y León,42,42 Soria,42130,42130 Nepas,36,14,50,41.52644,-2.399912,1041.625
7,07 Castilla y León,42,42 Soria,42131,42131 Nolay,27,21,48,41.527,-2.351627,1073.411
7,07 Castilla y León,42,42 Soria,42132,42132 Noviercas,94,78,172,41.71159,-2.034963,1096.912
7,07 Castilla y León,42,42 Soria,42135,42135 Oncala,40,21,61,41.97038,-2.314437,1300.732
7,07 Castilla y León,42,42 Soria,42139,42139 Pinilla del Campo,10,8,18,41.71715,-2.083476,1047.87
7,07 Castilla y León,42,42 Soria,42140,42140 Portillo de Soria,10,2,12,41.63532,-2.121212,1024.967
7,07 Castilla y León,42,42 Soria,42142,42142 Pozalmuro,23,23,46,41.77471,-2.102212,1049.624
7,07 Castilla y León,42,42 Soria,42141,"42141 Póveda de Soria, La",67,43,110,42.01227,-2.504583,1298.482
7,07 Castilla y León,42,42 Soria,42144,42144 Quintana Redonda,297,215,512,41.64019,-2.615314,1025.763
7,07 Castilla y León,42,42 Soria,42145,42145 Quintanas de Gormaz,76,51,127,41.50817,-2.975464,937.9619
7,07 Castilla y León,42,42 Soria,42148,42148 Quiñonería,6,4,10,41.53778,-2.057213,1182.47
7,07 Castilla y León,42,42 Soria,42151,42151 Rebollar,19,17,36,41.91376,-2.50513,1134.53
7,07 Castilla y León,42,42 Soria,42152,42152 Recuerda,39,23,62,41.47538,-2.994755,897.7146
7,07 Castilla y León,42,42 Soria,42153,42153 Rello,13,7,20,41.33287,-2.749762,1069.715
7,07 Castilla y León,42,42 Soria,42154,42154 Renieblas,72,38,110,41.81995,-2.372343,1038.175
7,07 Castilla y León,42,42 Soria,42155,42155 Retortillo de Soria,79,51,130,41.31117,-2.980882,1241.513
7,07 Castilla y León,42,42 Soria,42156,42156 Reznos,14,8,22,41.59136,-2.027072,1054.53
7,07 Castilla y León,42,42 Soria,42157,"42157 Riba de Escalote, La",5,3,8,41.35175,-2.79705,1031.044
7,07 Castilla y León,42,42 Soria,42158,42158 Rioseco de Soria,74,49,123,41.64209,-2.841026,1010.689
7,07 Castilla y León,42,42 Soria,42159,42159 Rollamienta,29,15,44,41.92616,-2.531147,1140.99
7,07 Castilla y León,42,42 Soria,42160,"42160 Royo, El",136,115,251,41.9084,-2.644564,1067.993
7,07 Castilla y León,42,42 Soria,42149,"42149 Rábanos, Los",262,214,476,41.71728,-2.475944,1028.691
7,07 Castilla y León,42,42 Soria,42161,42161 Salduero,82,63,145,41.89009,-2.7993,1103.849
7,07 Castilla y León,42,42 Soria,42162,42162 San Esteban de Gormaz,1549,1386,2935,41.57364,-3.205283,859.9746
7,07 Castilla y León,42,42 Soria,42163,42163 San Felices,36,23,59,41.93699,-2.027122,925.8511
7,07 Castilla y León,42,42 Soria,42164,42164 San Leonardo de Yagüe,999,950,1949,41.82905,-3.066409,1040.925
7,07 Castilla y León,42,42 Soria,42165,42165 San Pedro Manrique,352,267,619,42.03022,-2.230739,1075.933
7,07 Castilla y León,42,42 Soria,42166,42166 Santa Cruz de Yanguas,33,23,56,42.06273,-2.448011,1215.854
7,07 Castilla y León,42,42 Soria,42167,42167 Santa María de Huerta,135,107,242,41.26341,-2.17574,771.3453
7,07 Castilla y León,42,42 Soria,42168,42168 Santa María de las Hoyas,64,49,113,41.77137,-3.14257,1071.299
7,07 Castilla y León,42,42 Soria,42171,42171 Serón de Nágima,67,55,122,41.49571,-2.201593,948.1932
7,07 Castilla y León,42,42 Soria,42172,42172 Soliedra,18,15,33,41.46981,-2.382168,1099.303
7,07 Castilla y León,42,42 Soria,42173,42173 Soria,19238,21512,40750,41.7636,-2.464921,1064.823
7,07 Castilla y León,42,42 Soria,42174,42174 Sotillo del Rincón,103,72,175,41.93196,-2.602456,1112.06
7,07 Castilla y León,42,42 Soria,42175,42175 Suellacabras,17,16,33,41.85268,-2.223493,1196.337
7,07 Castilla y León,42,42 Soria,42176,42176 Tajahuerce,12,11,23,41.74019,-2.150867,1055.238
7,07 Castilla y León,42,42 Soria,42177,42177 Tajueco,35,22,57,41.53656,-2.849125,931.3216
7,07 Castilla y León,42,42 Soria,42178,42178 Talveila,66,35,101,41.7841,-2.966848,1065.593
7,07 Castilla y León,42,42 Soria,42181,42181 Tardelcuende,224,200,424,41.59547,-2.644528,994.6984
7,07 Castilla y León,42,42 Soria,42182,42182 Taroda,25,21,46,41.34843,-2.43388,1028.943
7,07 Castilla y León,42,42 Soria,42183,42183 Tejado,57,39,96,41.58828,-2.267788,989.0667
7,07 Castilla y León,42,42 Soria,42184,42184 Torlengua,30,15,45,41.45383,-2.163035,863.2959
7,07 Castilla y León,42,42 Soria,42185,42185 Torreblacos,14,12,26,41.66937,-2.87743,971.5205
7,07 Castilla y León,42,42 Soria,42187,42187 Torrubia de Soria,39,17,56,41.63026,-2.091279,1045.725
7,07 Castilla y León,42,42 Soria,42188,42188 Trévago,24,23,47,41.87391,-2.102242,1043.339
7,07 Castilla y León,42,42 Soria,42189,42189 Ucero,52,39,91,41.71712,-3.051048,963.3094
7,07 Castilla y León,42,42 Soria,42190,42190 Vadillo,46,37,83,41.79133,-3.00797,1103.603
7,07 Castilla y León,42,42 Soria,42191,42191 Valdeavellano de Tera,119,99,218,41.94262,-2.575202,1141.217
7,07 Castilla y León,42,42 Soria,42192,42192 Valdegeña,27,10,37,41.81672,-2.173599,1065.195
7,07 Castilla y León,42,42 Soria,42193,42193 Valdelagua del Cerro,8,5,13,41.8878,-2.11655,1119.735
7,07 Castilla y León,42,42 Soria,42194,42194 Valdemaluque,69,68,137,41.67344,-3.045409,946.3261
7,07 Castilla y León,42,42 Soria,42195,42195 Valdenebro,55,39,94,41.57103,-2.964019,935.8683
7,07 Castilla y León,42,42 Soria,42196,42196 Valdeprado,3,5,8,41.93788,-2.108309,844.049
7,07 Castilla y León,42,42 Soria,42197,42197 Valderrodilla,35,27,62,41.56382,-2.808402,936.3094
7,07 Castilla y León,42,42 Soria,42198,42198 Valtajeros,13,6,19,41.93824,-2.221633,1243.831
7,07 Castilla y León,42,42 Soria,42200,42200 Velamazán,48,19,67,41.45012,-2.698464,975.5469
7,07 Castilla y León,42,42 Soria,42201,42201 Velilla de la Sierra,17,10,27,41.80911,-2.401653,1032.823
7,07 Castilla y León,42,42 Soria,42202,42202 Velilla de los Ajos,10,5,15,41.4906,-2.254761,1002.944
7,07 Castilla y León,42,42 Soria,42204,42204 Viana de Duero,37,12,49,41.53361,-2.460615,992.69
7,07 Castilla y León,42,42 Soria,42205,42205 Villaciervos,51,35,86,41.76205,-2.626606,1182.621
7,07 Castilla y León,42,42 Soria,42206,42206 Villanueva de Gormaz,5,3,8,41.46755,-3.062313,967.6007
7,07 Castilla y León,42,42 Soria,42207,42207 Villar del Ala,25,25,50,41.91628,-2.566284,1147.78
7,07 Castilla y León,42,42 Soria,42208,42208 Villar del Campo,17,13,30,41.7889,-2.149196,1035.49
7,07 Castilla y León,42,42 Soria,42209,42209 Villar del Río,95,61,156,42.07545,-2.35151,1008.998
7,07 Castilla y León,42,42 Soria,42211,"42211 Villares de Soria, Los",42,33,75,41.86448,-2.355851,1060.938
7,07 Castilla y León,42,42 Soria,42212,42212 Villasayas,41,19,60,41.35274,-2.610573,1026.527
7,07 Castilla y León,42,42 Soria,42213,42213 Villaseca de Arciel,15,9,24,41.62463,-2.161059,1006.2
7,07 Castilla y León,42,42 Soria,42215,42215 Vinuesa,433,400,833,41.91164,-2.762882,1105.639
7,07 Castilla y León,42,42 Soria,42216,42216 Vizmanos,19,11,30,42.02388,-2.407695,1200.711
7,07 Castilla y León,42,42 Soria,42217,42217 Vozmediano,22,11,33,41.83922,-1.855912,884.5366
7,07 Castilla y León,42,42 Soria,42218,42218 Yanguas,63,43,106,42.10143,-2.339636,988.0257
7,07 Castilla y León,42,42 Soria,42219,42219 Yelo,22,15,37,41.21052,-2.527779,1124.461
7,07 Castilla y León,42,42 Soria,42004,42004 Ágreda,1594,1500,3094,41.85508,-1.920437,939.9912
7,07 Castilla y León,42,42 Soria,42134,42134 Ólvega,2034,1804,3838,41.77938,-1.985618,1040.087
9,09 Cataluña,25,25 Lleida,25001,25001 Abella de la Conca,81,77,158,42.16106,1.089764,952.1764
9,09 Cataluña,25,25 Lleida,25003,25003 Agramunt,2862,2767,5629,41.78611,1.098811,338.7131
9,09 Cataluña,25,25 Lleida,25038,25038 Aitona,1386,1217,2603,41.49576,0.4597391,114.3093
